Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0014349	ACEP_ACEP_00009205-RA		
OG0014350	ACEP_ACEP_00009206-RA		
OG0014351	ACEP_ACEP_00017784-RA		
OG0014352	ACEP_ACEP_00009200-RA		
OG0014353	ACEP_ACEP_00009203-RA		
OG0014354	ACEP_ACEP_00009192-RA		
OG0014355	ACEP_ACEP_00009195-RA		
OG0014356	ACEP_ACEP_00009193-RA		
OG0014357	ACEP_ACEP_00017785-RA		
OG0014358	ACEP_ACEP_00009194-RA		
OG0014359	ACEP_ACEP_00009187-RA		
OG0014360	ACEP_ACEP_00017787-RA		
OG0014361	ACEP_ACEP_00009182-RA		
OG0014362	ACEP_ACEP_00009185-RA		
OG0014363	ACEP_ACEP_00009184-RA		
OG0014364	ACEP_ACEP_00009181-RA		
OG0014365	ACEP_ACEP_00009175-RA		
OG0014366	ACEP_ACEP_00009176-RA		
OG0014367	ACEP_ACEP_00009178-RA		
OG0014368	ACEP_ACEP_00009177-RA		
OG0014369	ACEP_ACEP_00009173-RA		
OG0014370	ACEP_ACEP_00009170-RA		
OG0014371	ACEP_ACEP_00007333-RA		
OG0014372	ACEP_ACEP_00017540-RA		
OG0014373	ACEP_ACEP_00007326-RA		
OG0014374	ACEP_ACEP_00007320-RA		
OG0014375	ACEP_ACEP_00007318-RA		
OG0014376	ACEP_ACEP_00017541-RA		
OG0014377	ACEP_ACEP_00007310-RA		
OG0014378	ACEP_ACEP_00007309-RA		
OG0014379	ACEP_ACEP_00007313-RA		
OG0014380	ACEP_ACEP_00007305-RA		
OG0014381	ACEP_ACEP_00007307-RA		
OG0014382	ACEP_ACEP_00007303-RA		
OG0014383	ACEP_ACEP_00007306-RA		
OG0014384	ACEP_ACEP_00017542-RA		
OG0014385	ACEP_ACEP_00007293-RA		
OG0014386	ACEP_ACEP_00017543-RA		
OG0014387	ACEP_ACEP_00007287-RA		
OG0014388	ACEP_ACEP_00007286-RA		
OG0014389	ACEP_ACEP_00007278-RA		
OG0014390	ACEP_ACEP_00017544-RA		
OG0014391	ACEP_ACEP_00007267-RA		
OG0014392	ACEP_ACEP_00007252-RA		
OG0014393	ACEP_ACEP_00007245-RA		
OG0014394	ACEP_ACEP_00007246-RA		
OG0014395	ACEP_ACEP_00007238-RA		
OG0014396	ACEP_ACEP_00007243-RA		
OG0014397	ACEP_ACEP_00017545-RA		
OG0014398	ACEP_ACEP_00007233-RA		
OG0014399	ACEP_ACEP_00007232-RA		
OG0014400	ACEP_ACEP_00017546-RA		
OG0014401	ACEP_ACEP_00017547-RA		
OG0014402	ACEP_ACEP_00007231-RA		
OG0014403	ACEP_ACEP_00007229-RA		
OG0014404	ACEP_ACEP_00007224-RA		
OG0014405	ACEP_ACEP_00007226-RA		
OG0014406	ACEP_ACEP_00017548-RA		
OG0014407	ACEP_ACEP_00007203-RA		
OG0014408	ACEP_ACEP_00007195-RA		
OG0014409	ACEP_ACEP_00007194-RA		
OG0014410	ACEP_ACEP_00007191-RA		
OG0014411	ACEP_ACEP_00007170-RA		
OG0014412	ACEP_ACEP_00007175-RA		
OG0014413	ACEP_ACEP_00007129-RA		
OG0014414	ACEP_ACEP_00007125-RA		
OG0014415	ACEP_ACEP_00007123-RA		
OG0014416	ACEP_ACEP_00007122-RA		
OG0014417	ACEP_ACEP_00007114-RA		
OG0014418	ACEP_ACEP_00007113-RA		
OG0014419	ACEP_ACEP_00007111-RA		
OG0014420	ACEP_ACEP_00017549-RA		
OG0014421	ACEP_ACEP_00007080-RA		
OG0014422	ACEP_ACEP_00007082-RA		
OG0014423	ACEP_ACEP_00007078-RA		
OG0014424	ACEP_ACEP_00007065-RA		
OG0014425	ACEP_ACEP_00007063-RA		
OG0014426	ACEP_ACEP_00007058-RA		
OG0014427	ACEP_ACEP_00007059-RA		
OG0014428	ACEP_ACEP_00017551-RA		
OG0014429	ACEP_ACEP_00007052-RA		
OG0014430	ACEP_ACEP_00007046-RA		
OG0014431	ACEP_ACEP_00007045-RA		
OG0014432	ACEP_ACEP_00007039-RA		
OG0014433	ACEP_ACEP_00007038-RA		
OG0014434	ACEP_ACEP_00007034-RA		
OG0014435	ACEP_ACEP_00007027-RA		
OG0014436	ACEP_ACEP_00007022-RA		
OG0014437	ACEP_ACEP_00007003-RA		
OG0014438	ACEP_ACEP_00018235-RA		
OG0014439	ACEP_ACEP_00016451-RA		
OG0014440	ACEP_ACEP_00014159-RA		
OG0014441	ACEP_ACEP_00018132-RA		
OG0014442	ACEP_ACEP_00014146-RA		
OG0014443	ACEP_ACEP_00014143-RA		
OG0014444	ACEP_ACEP_00014135-RA		
OG0014445	ACEP_ACEP_00014136-RA		
OG0014446	ACEP_ACEP_00014130-RA		
OG0014447	ACEP_ACEP_00014122-RA		
OG0014448	ACEP_ACEP_00014125-RA		
OG0014449	ACEP_ACEP_00018137-RA		
OG0014450	ACEP_ACEP_00014114-RA		
OG0014451	ACEP_ACEP_00018138-RA		
OG0014452	ACEP_ACEP_00014113-RA		
OG0014453	ACEP_ACEP_00014106-RA		
OG0014454	ACEP_ACEP_00014109-RA		
OG0014455	ACEP_ACEP_00014105-RA		
OG0014456	ACEP_ACEP_00014108-RA		
OG0014457	ACEP_ACEP_00014107-RA		
OG0014458	ACEP_ACEP_00018139-RA		
OG0014459	ACEP_ACEP_00014104-RA		
OG0014460	ACEP_ACEP_00014103-RA		
OG0014461	ACEP_ACEP_00016160-RA		
OG0014462	ACEP_ACEP_00016159-RA		
OG0014463	ACEP_ACEP_00016158-RA		
OG0014464	ACEP_ACEP_00016509-RA		
OG0014465	ACEP_ACEP_00016498-RA		
OG0014466	ACEP_ACEP_00016456-RA		
OG0014467	ACEP_ACEP_00016418-RA		
OG0014468	ACEP_ACEP_00016771-RA		
OG0014469	ACEP_ACEP_00016331-RA		
OG0014470	ACEP_ACEP_00009788-RA		
OG0014471	ACEP_ACEP_00009789-RA		
OG0014472	ACEP_ACEP_00009782-RA		
OG0014473	ACEP_ACEP_00009779-RA		
OG0014474	ACEP_ACEP_00009781-RA		
OG0014475	ACEP_ACEP_00009784-RA		
OG0014476	ACEP_ACEP_00009778-RA		
OG0014477	ACEP_ACEP_00009776-RA		
OG0014478	ACEP_ACEP_00009772-RA		
OG0014479	ACEP_ACEP_00009773-RA		
OG0014480	ACEP_ACEP_00009768-RA		
OG0014481	ACEP_ACEP_00009765-RA		
OG0014482	ACEP_ACEP_00009759-RA		
OG0014483	ACEP_ACEP_00009758-RA		
OG0014484	ACEP_ACEP_00009751-RA		
OG0014485	ACEP_ACEP_00009753-RA		
OG0014486	ACEP_ACEP_00009743-RA		
OG0014487	ACEP_ACEP_00009740-RA		
OG0014488	ACEP_ACEP_00009737-RA		
OG0014489	ACEP_ACEP_00009736-RA		
OG0014490	ACEP_ACEP_00009729-RA		
OG0014491	ACEP_ACEP_00009732-RA		
OG0014492	ACEP_ACEP_00009730-RA		
OG0014493	ACEP_ACEP_00009731-RA		
OG0014494	ACEP_ACEP_00017916-RA		
OG0014495	ACEP_ACEP_00009723-RA		
OG0014496	ACEP_ACEP_00009724-RA		
OG0014497	ACEP_ACEP_00009728-RA		
OG0014498	ACEP_ACEP_00009718-RA		
OG0014499	ACEP_ACEP_00009719-RA		
OG0014500	ACEP_ACEP_00009721-RA		
OG0014501	ACEP_ACEP_00009715-RA		
OG0014502	ACEP_ACEP_00009713-RA		
OG0014503	ACEP_ACEP_00009711-RA		
OG0014504	ACEP_ACEP_00009705-RA		
OG0014505	ACEP_ACEP_00009697-RA		
OG0014506	ACEP_ACEP_00009699-RA		
OG0014507	ACEP_ACEP_00009698-RA		
OG0014508	ACEP_ACEP_00017917-RA		
OG0014509	ACEP_ACEP_00009701-RA		
OG0014510	ACEP_ACEP_00009700-RA		
OG0014511	ACEP_ACEP_00017918-RA		
OG0014512	ACEP_ACEP_00009691-RA		
OG0014513	ACEP_ACEP_00009683-RA		
OG0014514	ACEP_ACEP_00009679-RA		
OG0014515	ACEP_ACEP_00009678-RA		
OG0014516	ACEP_ACEP_00009675-RA		
OG0014517	ACEP_ACEP_00009672-RA		
OG0014518	ACEP_ACEP_00009677-RA		
OG0014519	ACEP_ACEP_00017919-RA		
OG0014520	ACEP_ACEP_00009666-RA		
OG0014521	ACEP_ACEP_00009665-RA		
OG0014522	ACEP_ACEP_00009664-RA		
OG0014523	ACEP_ACEP_00009661-RA		
OG0014524	ACEP_ACEP_00009660-RA		
OG0014525	ACEP_ACEP_00009656-RA		
OG0014526	ACEP_ACEP_00009657-RA		
OG0014527	ACEP_ACEP_00009655-RA		
OG0014528	ACEP_ACEP_00017920-RA		
OG0014529	ACEP_ACEP_00009647-RA		
OG0014530	ACEP_ACEP_00009650-RA		
OG0014531	ACEP_ACEP_00009646-RA		
OG0014532	ACEP_ACEP_00009634-RA		
OG0014533	ACEP_ACEP_00017921-RA		
OG0014534	ACEP_ACEP_00009629-RA		
OG0014535	ACEP_ACEP_00009625-RA		
OG0014536	ACEP_ACEP_00013683-RA		
OG0014537	ACEP_ACEP_00018155-RA		
OG0014538	ACEP_ACEP_00018154-RA		
OG0014539	ACEP_ACEP_00013680-RA		
OG0014540	ACEP_ACEP_00018156-RA		
OG0014541	ACEP_ACEP_00018157-RA		
OG0014542	ACEP_ACEP_00013679-RA		
OG0014543	ACEP_ACEP_00013681-RA		
OG0014544	ACEP_ACEP_00018158-RA		
OG0014545	ACEP_ACEP_00013678-RA		
OG0014546	ACEP_ACEP_00013668-RA		
OG0014547	ACEP_ACEP_00013675-RA		
OG0014548	ACEP_ACEP_00013669-RA		
OG0014549	ACEP_ACEP_00013670-RA		
OG0014550	ACEP_ACEP_00013676-RA		
OG0014551	ACEP_ACEP_00018161-RA		
OG0014552	ACEP_ACEP_00018162-RA		
OG0014553	ACEP_ACEP_00018160-RA		
OG0014554	ACEP_ACEP_00018159-RA		
OG0014555	ACEP_ACEP_00018163-RA		
OG0014556	ACEP_ACEP_00013665-RA		
OG0014557	ACEP_ACEP_00013663-RA		
OG0014558	ACEP_ACEP_00018164-RA		
OG0014559	ACEP_ACEP_00013652-RA		
OG0014560	ACEP_ACEP_00013656-RA		
OG0014561	ACEP_ACEP_00013640-RA		
OG0014562	ACEP_ACEP_00013639-RA		
OG0014563	ACEP_ACEP_00013645-RA		
OG0014564	ACEP_ACEP_00016854-RA		
OG0014565	ACEP_ACEP_00016464-RA		
OG0014566	ACEP_ACEP_00004237-RA		
OG0014567	ACEP_ACEP_00004238-RA		
OG0014568	ACEP_ACEP_00004233-RA		
OG0014569	ACEP_ACEP_00017194-RA		
OG0014570	ACEP_ACEP_00004217-RA		
OG0014571	ACEP_ACEP_00004215-RA		
OG0014572	ACEP_ACEP_00004212-RA		
OG0014573	ACEP_ACEP_00004213-RA		
OG0014574	ACEP_ACEP_00004205-RA		
OG0014575	ACEP_ACEP_00004202-RA		
OG0014576	ACEP_ACEP_00004199-RA		
OG0014577	ACEP_ACEP_00004200-RA		
OG0014578	ACEP_ACEP_00004187-RA		
OG0014579	ACEP_ACEP_00004183-RA		
OG0014580	ACEP_ACEP_00004186-RA		
OG0014581	ACEP_ACEP_00004182-RA		
OG0014582	ACEP_ACEP_00017195-RA		
OG0014583	ACEP_ACEP_00017196-RA		
OG0014584	ACEP_ACEP_00017197-RA		
OG0014585	ACEP_ACEP_00004179-RA		
OG0014586	ACEP_ACEP_00017198-RA		
OG0014587	ACEP_ACEP_00004177-RA		
OG0014588	ACEP_ACEP_00004176-RA		
OG0014589	ACEP_ACEP_00017199-RA		
OG0014590	ACEP_ACEP_00017201-RA		
OG0014591	ACEP_ACEP_00017200-RA		
OG0014592	ACEP_ACEP_00004150-RA		
OG0014593	ACEP_ACEP_00004154-RA		
OG0014594	ACEP_ACEP_00017203-RA		
OG0014595	ACEP_ACEP_00004143-RA		
OG0014596	ACEP_ACEP_00004140-RA		
OG0014597	ACEP_ACEP_00004128-RA		
OG0014598	ACEP_ACEP_00004117-RA		
OG0014599	ACEP_ACEP_00004125-RA		
OG0014600	ACEP_ACEP_00004116-RA		
OG0014601	ACEP_ACEP_00004119-RA		
OG0014602	ACEP_ACEP_00004118-RA		
OG0014603	ACEP_ACEP_00004111-RA		
OG0014604	ACEP_ACEP_00004114-RA		
OG0014605	ACEP_ACEP_00004105-RA		
OG0014606	ACEP_ACEP_00004077-RA		
OG0014607	ACEP_ACEP_00004078-RA		
OG0014608	ACEP_ACEP_00004073-RA		
OG0014609	ACEP_ACEP_00004074-RA		
OG0014610	ACEP_ACEP_00004065-RA		
OG0014611	ACEP_ACEP_00004062-RA		
OG0014612	ACEP_ACEP_00004064-RA		
OG0014613	ACEP_ACEP_00004063-RA		
OG0014614	ACEP_ACEP_00004055-RA		
OG0014615	ACEP_ACEP_00004053-RA		
OG0014616	ACEP_ACEP_00004039-RA		
OG0014617	ACEP_ACEP_00004031-RA		
OG0014618	ACEP_ACEP_00017207-RA		
OG0014619	ACEP_ACEP_00004033-RA		
OG0014620	ACEP_ACEP_00004040-RA		
OG0014621	ACEP_ACEP_00004030-RA		
OG0014622	ACEP_ACEP_00004026-RA		
OG0014623	ACEP_ACEP_00004020-RA		
OG0014624	ACEP_ACEP_00017208-RA		
OG0014625	ACEP_ACEP_00003995-RA		
OG0014626	ACEP_ACEP_00004001-RA		
OG0014627	ACEP_ACEP_00003996-RA		
OG0014628	ACEP_ACEP_00004007-RA		
OG0014629	ACEP_ACEP_00003992-RA		
OG0014630	ACEP_ACEP_00003993-RA		
OG0014631	ACEP_ACEP_00017209-RA		
OG0014632	ACEP_ACEP_00017212-RA		
OG0014633	ACEP_ACEP_00003962-RA		
OG0014634	ACEP_ACEP_00003964-RA		
OG0014635	ACEP_ACEP_00003960-RA		
OG0014636	ACEP_ACEP_00017213-RA		
OG0014637	ACEP_ACEP_00017214-RA		
OG0014638	ACEP_ACEP_00003947-RA		
OG0014639	ACEP_ACEP_00003948-RA		
OG0014640	ACEP_ACEP_00003937-RA		
OG0014641	ACEP_ACEP_00003925-RA		
OG0014642	ACEP_ACEP_00003928-RA		
OG0014643	ACEP_ACEP_00003922-RA		
OG0014644	ACEP_ACEP_00003896-RA		
OG0014645	ACEP_ACEP_00003897-RA		
OG0014646	ACEP_ACEP_00003898-RA		
OG0014647	ACEP_ACEP_00003899-RA		
OG0014648	ACEP_ACEP_00017216-RA		
OG0014649	ACEP_ACEP_00003871-RA		
OG0014650	ACEP_ACEP_00003872-RA		
OG0014651	ACEP_ACEP_00003873-RA		
OG0014652	ACEP_ACEP_00003868-RA		
OG0014653	ACEP_ACEP_00003867-RA		
OG0014654	ACEP_ACEP_00003866-RA		
OG0014655	ACEP_ACEP_00003864-RA		
OG0014656	ACEP_ACEP_00017217-RA		
OG0014657	ACEP_ACEP_00003855-RA		
OG0014658	ACEP_ACEP_00003851-RA		
OG0014659	ACEP_ACEP_00003852-RA		
OG0014660	ACEP_ACEP_00003849-RA		
OG0014661	ACEP_ACEP_00003850-RA		
OG0014662	ACEP_ACEP_00003848-RA		
OG0014663	ACEP_ACEP_00017219-RA		
OG0014664	ACEP_ACEP_00017218-RA		
OG0014665	ACEP_ACEP_00017222-RA		
OG0014666	ACEP_ACEP_00017221-RA		
OG0014667	ACEP_ACEP_00017224-RA		
OG0014668	ACEP_ACEP_00003837-RA		
OG0014669	ACEP_ACEP_00017225-RA		
OG0014670	ACEP_ACEP_00003836-RA		
OG0014671	ACEP_ACEP_00003833-RA		
OG0014672	ACEP_ACEP_00003830-RA		
OG0014673	ACEP_ACEP_00003828-RA		
OG0014674	ACEP_ACEP_00017226-RA		
OG0014675	ACEP_ACEP_00017227-RA		
OG0014676	ACEP_ACEP_00003827-RA		
OG0014677	ACEP_ACEP_00003814-RA		
OG0014678	ACEP_ACEP_00003815-RA		
OG0014679	ACEP_ACEP_00003789-RA		
OG0014680	ACEP_ACEP_00003798-RA		
OG0014681	ACEP_ACEP_00003795-RA		
OG0014682	ACEP_ACEP_00003799-RA		
OG0014683	ACEP_ACEP_00003792-RA		
OG0014684	ACEP_ACEP_00003797-RA		
OG0014685	ACEP_ACEP_00003790-RA		
OG0014686	ACEP_ACEP_00003791-RA		
OG0014687	ACEP_ACEP_00003777-RA		
OG0014688	ACEP_ACEP_00003776-RA		
OG0014689	ACEP_ACEP_00003781-RA		
OG0014690	ACEP_ACEP_00003785-RA		
OG0014691	ACEP_ACEP_00003783-RA		
OG0014692	ACEP_ACEP_00003782-RA		
OG0014693	ACEP_ACEP_00017228-RA		
OG0014694	ACEP_ACEP_00017229-RA		
OG0014695	ACEP_ACEP_00015678-RA		
OG0014696	ACEP_ACEP_00018173-RA		
OG0014697	ACEP_ACEP_00015679-RA		
OG0014698	ACEP_ACEP_00015672-RA		
OG0014699	ACEP_ACEP_00015671-RA		
OG0014700	ACEP_ACEP_00015675-RA		
OG0014701	ACEP_ACEP_00015673-RA		
OG0014702	ACEP_ACEP_00015646-RA		
OG0014703	ACEP_ACEP_00015645-RA		
OG0014704	ACEP_ACEP_00016898-RA		
OG0014705	ACEP_ACEP_00012335-RA		
OG0014706	ACEP_ACEP_00012336-RA		
OG0014707	ACEP_ACEP_00012334-RA		
OG0014708	ACEP_ACEP_00012327-RA		
OG0014709	ACEP_ACEP_00012319-RA		
OG0014710	ACEP_ACEP_00012314-RA		
OG0014711	ACEP_ACEP_00012306-RA		
OG0014712	ACEP_ACEP_00012296-RA		
OG0014713	ACEP_ACEP_00012293-RA		
OG0014714	ACEP_ACEP_00017996-RA		
OG0014715	ACEP_ACEP_00012287-RA		
OG0014716	ACEP_ACEP_00012289-RA		
OG0014717	ACEP_ACEP_00012281-RA		
OG0014718	ACEP_ACEP_00017997-RA		
OG0014719	ACEP_ACEP_00017999-RA		
OG0014720	ACEP_ACEP_00018000-RA		
OG0014721	ACEP_ACEP_00012250-RA		
OG0014722	ACEP_ACEP_00012242-RA		
OG0014723	ACEP_ACEP_00012243-RA		
OG0014724	ACEP_ACEP_00012244-RA		
OG0014725	ACEP_ACEP_00016365-RA		
OG0014726	ACEP_ACEP_00015564-RA		
OG0014727	ACEP_ACEP_00015559-RA		
OG0014728	ACEP_ACEP_00015562-RA		
OG0014729	ACEP_ACEP_00018165-RA		
OG0014730	ACEP_ACEP_00015557-RA		
OG0014731	ACEP_ACEP_00015553-RA		
OG0014732	ACEP_ACEP_00018166-RA		
OG0014733	ACEP_ACEP_00015547-RA		
OG0014734	ACEP_ACEP_00015541-RA		
OG0014735	ACEP_ACEP_00015533-RA		
OG0014736	ACEP_ACEP_00015537-RA		
OG0014737	ACEP_ACEP_00016611-RA		
OG0014738	ACEP_ACEP_00016612-RA		
OG0014739	ACEP_ACEP_00016590-RA		
OG0014740	ACEP_ACEP_00016591-RA		
OG0014741	ACEP_ACEP_00016875-RA		
OG0014742	ACEP_ACEP_00016808-RA		
OG0014743	ACEP_ACEP_00016109-RA		
OG0014744	ACEP_ACEP_00016105-RA		
OG0014745	ACEP_ACEP_00016103-RA		
OG0014746	ACEP_ACEP_00016099-RA		
OG0014747	ACEP_ACEP_00016098-RA		
OG0014748	ACEP_ACEP_00016101-RA		
OG0014749	ACEP_ACEP_00016844-RA		
OG0014750	ACEP_ACEP_00016870-RA		
OG0014751	ACEP_ACEP_00016860-RA		
OG0014752	ACEP_ACEP_00018207-RA		
OG0014753	ACEP_ACEP_00016251-RA		
OG0014754	ACEP_ACEP_00016707-RA		
OG0014755	ACEP_ACEP_00015285-RA		
OG0014756	ACEP_ACEP_00015277-RA		
OG0014757	ACEP_ACEP_00018197-RA		
OG0014758	ACEP_ACEP_00015276-RA		
OG0014759	ACEP_ACEP_00015275-RA		
OG0014760	ACEP_ACEP_00015272-RA		
OG0014761	ACEP_ACEP_00015274-RA		
OG0014762	ACEP_ACEP_00005304-RA		
OG0014763	ACEP_ACEP_00005297-RA		
OG0014764	ACEP_ACEP_00005287-RA		
OG0014765	ACEP_ACEP_00005286-RA		
OG0014766	ACEP_ACEP_00005296-RA		
OG0014767	ACEP_ACEP_00005281-RA		
OG0014768	ACEP_ACEP_00005278-RA		
OG0014769	ACEP_ACEP_00005259-RA		
OG0014770	ACEP_ACEP_00005250-RA		
OG0014771	ACEP_ACEP_00005248-RA		
OG0014772	ACEP_ACEP_00005254-RA		
OG0014773	ACEP_ACEP_00005246-RA		
OG0014774	ACEP_ACEP_00005239-RA		
OG0014775	ACEP_ACEP_00005240-RA		
OG0014776	ACEP_ACEP_00005234-RA		
OG0014777	ACEP_ACEP_00005235-RA		
OG0014778	ACEP_ACEP_00005237-RA		
OG0014779	ACEP_ACEP_00005222-RA		
OG0014780	ACEP_ACEP_00005217-RA		
OG0014781	ACEP_ACEP_00005197-RA		
OG0014782	ACEP_ACEP_00005196-RA		
OG0014783	ACEP_ACEP_00017588-RA		
OG0014784	ACEP_ACEP_00005180-RA		
OG0014785	ACEP_ACEP_00005183-RA		
OG0014786	ACEP_ACEP_00005182-RA		
OG0014787	ACEP_ACEP_00005174-RA		
OG0014788	ACEP_ACEP_00005172-RA		
OG0014789	ACEP_ACEP_00005171-RA		
OG0014790	ACEP_ACEP_00017589-RA		
OG0014791	ACEP_ACEP_00005169-RB		
OG0014792	ACEP_ACEP_00005168-RA		
OG0014793	ACEP_ACEP_00005167-RA		
OG0014794	ACEP_ACEP_00005157-RA		
OG0014795	ACEP_ACEP_00005143-RA		
OG0014796	ACEP_ACEP_00005140-RA		
OG0014797	ACEP_ACEP_00005142-RA		
OG0014798	ACEP_ACEP_00005144-RA		
OG0014799	ACEP_ACEP_00017590-RA		
OG0014800	ACEP_ACEP_00005135-RA		
OG0014801	ACEP_ACEP_00017591-RA		
OG0014802	ACEP_ACEP_00005136-RA		
OG0014803	ACEP_ACEP_00005134-RA		
OG0014804	ACEP_ACEP_00017592-RA		
OG0014805	ACEP_ACEP_00005124-RA		
OG0014806	ACEP_ACEP_00005118-RA		
OG0014807	ACEP_ACEP_00005115-RA		
OG0014808	ACEP_ACEP_00005114-RA		
OG0014809	ACEP_ACEP_00005102-RA		
OG0014810	ACEP_ACEP_00005094-RA		
OG0014811	ACEP_ACEP_00005093-RA		
OG0014812	ACEP_ACEP_00005083-RA		
OG0014813	ACEP_ACEP_00005085-RA		
OG0014814	ACEP_ACEP_00017594-RA		
OG0014815	ACEP_ACEP_00017595-RA		
OG0014816	ACEP_ACEP_00005072-RA		
OG0014817	ACEP_ACEP_00017596-RA		
OG0014818	ACEP_ACEP_00005063-RA		
OG0014819	ACEP_ACEP_00005065-RA		
OG0014820	ACEP_ACEP_00005054-RA		
OG0014821	ACEP_ACEP_00005061-RA		
OG0014822	ACEP_ACEP_00005057-RA		
OG0014823	ACEP_ACEP_00005060-RA		
OG0014824	ACEP_ACEP_00005045-RA		
OG0014825	ACEP_ACEP_00005047-RA		
OG0014826	ACEP_ACEP_00005042-RA		
OG0014827	ACEP_ACEP_00005037-RA		
OG0014828	ACEP_ACEP_00005029-RA		
OG0014829	ACEP_ACEP_00005031-RA		
OG0014830	ACEP_ACEP_00005033-RA		
OG0014831	ACEP_ACEP_00005026-RA		
OG0014832	ACEP_ACEP_00005020-RA		
OG0014833	ACEP_ACEP_00005013-RA		
OG0014834	ACEP_ACEP_00005014-RA		
OG0014835	ACEP_ACEP_00005016-RA		
OG0014836	ACEP_ACEP_00005023-RA		
OG0014837	ACEP_ACEP_00005003-RA		
OG0014838	ACEP_ACEP_00005006-RA		
OG0014839	ACEP_ACEP_00005002-RA		
OG0014840	ACEP_ACEP_00005008-RA		
OG0014841	ACEP_ACEP_00005005-RA		
OG0014842	ACEP_ACEP_00005009-RA		
OG0014843	ACEP_ACEP_00005012-RA		
OG0014844	ACEP_ACEP_00005007-RA		
OG0014845	ACEP_ACEP_00005000-RA		
OG0014846	ACEP_ACEP_00005001-RA		
OG0014847	ACEP_ACEP_00004995-RA		
OG0014848	ACEP_ACEP_00004993-RA		
OG0014849	ACEP_ACEP_00004991-RA		
OG0014850	ACEP_ACEP_00004992-RA		
OG0014851	ACEP_ACEP_00004989-RA		
OG0014852	ACEP_ACEP_00004986-RA		
OG0014853	ACEP_ACEP_00004984-RA		
OG0014854	ACEP_ACEP_00004982-RA		
OG0014855	ACEP_ACEP_00004978-RA		
OG0014856	ACEP_ACEP_00016264-RA		
OG0014857	ACEP_ACEP_00016756-RA		
OG0014858	ACEP_ACEP_00016478-RA		
OG0014859	ACEP_ACEP_00013122-RA		
OG0014860	ACEP_ACEP_00013121-RA		
OG0014861	ACEP_ACEP_00017961-RA		
OG0014862	ACEP_ACEP_00013120-RA		
OG0014863	ACEP_ACEP_00013119-RA		
OG0014864	ACEP_ACEP_00017962-RA		
OG0014865	ACEP_ACEP_00013116-RA		
OG0014866	ACEP_ACEP_00013109-RA		
OG0014867	ACEP_ACEP_00013111-RA		
OG0014868	ACEP_ACEP_00013104-RA		
OG0014869	ACEP_ACEP_00013098-RA		
OG0014870	ACEP_ACEP_00013103-RA		
OG0014871	ACEP_ACEP_00017963-RA		
OG0014872	ACEP_ACEP_00013080-RA		
OG0014873	ACEP_ACEP_00013079-RA		
OG0014874	ACEP_ACEP_00017964-RA		
OG0014875	ACEP_ACEP_00013064-RA		
OG0014876	ACEP_ACEP_00013065-RA		
OG0014877	ACEP_ACEP_00013066-RA		
OG0014878	ACEP_ACEP_00013057-RA		
OG0014879	ACEP_ACEP_00013050-RA		
OG0014880	ACEP_ACEP_00013048-RA		
OG0014881	ACEP_ACEP_00013046-RA		
OG0014882	ACEP_ACEP_00013043-RA		
OG0014883	ACEP_ACEP_00013040-RA		
OG0014884	ACEP_ACEP_00013037-RA		
OG0014885	ACEP_ACEP_00013026-RA		
OG0014886	ACEP_ACEP_00013020-RA		
OG0014887	ACEP_ACEP_00013017-RA		
OG0014888	ACEP_ACEP_00013018-RA		
OG0014889	ACEP_ACEP_00017965-RA		
OG0014890	ACEP_ACEP_00017966-RA		
OG0014891	ACEP_ACEP_00016420-RA		
OG0014892	ACEP_ACEP_00016893-RA		
OG0014893	ACEP_ACEP_00016740-RA		
OG0014894	ACEP_ACEP_00016541-RA		
OG0014895	ACEP_ACEP_00016398-RA		
OG0014896	ACEP_ACEP_00016360-RA		
OG0014897	ACEP_ACEP_00018117-RA		
OG0014898	ACEP_ACEP_00018118-RA		
OG0014899	ACEP_ACEP_00012421-RA		
OG0014900	ACEP_ACEP_00012420-RA		
OG0014901	ACEP_ACEP_00012414-RA		
OG0014902	ACEP_ACEP_00012411-RA		
OG0014903	ACEP_ACEP_00018119-RA		
OG0014904	ACEP_ACEP_00012412-RA		
OG0014905	ACEP_ACEP_00012416-RA		
OG0014906	ACEP_ACEP_00012408-RA		
OG0014907	ACEP_ACEP_00012405-RA		
OG0014908	ACEP_ACEP_00012401-RA		
OG0014909	ACEP_ACEP_00012403-RA		
OG0014910	ACEP_ACEP_00012399-RA		
OG0014911	ACEP_ACEP_00012398-RA		
OG0014912	ACEP_ACEP_00018120-RA		
OG0014913	ACEP_ACEP_00012392-RA		
OG0014914	ACEP_ACEP_00012393-RA		
OG0014915	ACEP_ACEP_00012385-RA		
OG0014916	ACEP_ACEP_00012387-RA		
OG0014917	ACEP_ACEP_00012390-RA		
OG0014918	ACEP_ACEP_00012389-RA		
OG0014919	ACEP_ACEP_00012383-RA		
OG0014920	ACEP_ACEP_00012375-RA		
OG0014921	ACEP_ACEP_00012377-RA		
OG0014922	ACEP_ACEP_00012374-RA		
OG0014923	ACEP_ACEP_00012368-RA		
OG0014924	ACEP_ACEP_00012373-RA		
OG0014925	ACEP_ACEP_00012370-RA		
OG0014926	ACEP_ACEP_00012367-RA		
OG0014927	ACEP_ACEP_00018121-RA		
OG0014928	ACEP_ACEP_00012366-RA		
