Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000024	N0	n13	0.6666666666666666	Non-Terminal	acep_annotation_ACEP_00004336-RA, lhum_annotation_LHUM_22822-RA, lhum_annotation_LHUM_22823-RA, acep_annotation_ACEP_00004339-RA, acep_annotation_ACEP_00004340-RA	acep_annotation_ACEP_00000478-RA, lhum_annotation_LHUM_17303-RA, lhum_annotation_LHUM_14564-RA, acep_annotation_ACEP_00002381-RA, acep_annotation_ACEP_00002382-RA, pbar_annotation_PBAR_19339-RA
OG0000024	N0	n14	0.6666666666666666	Non-Terminal	acep_annotation_ACEP_00004336-RA, lhum_annotation_LHUM_22822-RA	lhum_annotation_LHUM_22823-RA, acep_annotation_ACEP_00004339-RA, acep_annotation_ACEP_00004340-RA
OG0000024	acep_annotation	n17	1.0	Terminal	acep_annotation_ACEP_00004339-RA	acep_annotation_ACEP_00004340-RA
OG0000024	N0	n18	0.6666666666666666	Non-Terminal	acep_annotation_ACEP_00000478-RA, lhum_annotation_LHUM_17303-RA	lhum_annotation_LHUM_14564-RA, acep_annotation_ACEP_00002381-RA, acep_annotation_ACEP_00002382-RA, pbar_annotation_PBAR_19339-RA
OG0000024	acep_annotation	n22	1.0	Terminal	acep_annotation_ACEP_00002381-RA	acep_annotation_ACEP_00002382-RA
OG0000025	N0	n0	1.0	Non-Terminal	acep_annotation_ACEP_00001487-RA, lhum_annotation_LHUM_19303-RA, lhum_annotation_LHUM_10501-RA, lhum_annotation_LHUM_15781-RA, lhum_annotation_LHUM_15782-RA, lhum_annotation_LHUM_15663-RA, lhum_annotation_LHUM_10491-RA, lhum_annotation_LHUM_10599-RA, lhum_annotation_LHUM_15181-RA, pbar_annotation_PBAR_16491-RA	lhum_annotation_LHUM_14938-RA, lhum_annotation_LHUM_19095-RA, acep_annotation_ACEP_00009611-RA, acep_annotation_ACEP_00004839-RA, acep_annotation_ACEP_00009610-RA, lhum_annotation_LHUM_17652-RA, lhum_annotation_LHUM_25219-RA, pbar_annotation_PBAR_16489-RA, pbar_annotation_PBAR_11210-RA, lhum_annotation_LHUM_18358-RA, lhum_annotation_LHUM_19302-RA, pbar_annotation_PBAR_16490-RA, pbar_annotation_PBAR_16089-RA, lhum_annotation_LHUM_18359-RA
OG0000025	lhum_annotation	n3	1.0	Terminal	lhum_annotation_LHUM_19303-RA, lhum_annotation_LHUM_10501-RA, lhum_annotation_LHUM_15781-RA, lhum_annotation_LHUM_15782-RA	lhum_annotation_LHUM_15663-RA, lhum_annotation_LHUM_10491-RA, lhum_annotation_LHUM_10599-RA, lhum_annotation_LHUM_15181-RA
OG0000025	lhum_annotation	n4	1.0	Terminal	lhum_annotation_LHUM_19303-RA, lhum_annotation_LHUM_10501-RA, lhum_annotation_LHUM_15781-RA	lhum_annotation_LHUM_15782-RA
OG0000025	lhum_annotation	n5	1.0	Terminal	lhum_annotation_LHUM_19303-RA	lhum_annotation_LHUM_10501-RA, lhum_annotation_LHUM_15781-RA
OG0000025	lhum_annotation	n6	1.0	Terminal	lhum_annotation_LHUM_10501-RA	lhum_annotation_LHUM_15781-RA
OG0000025	lhum_annotation	n7	1.0	Terminal	lhum_annotation_LHUM_15663-RA, lhum_annotation_LHUM_10491-RA, lhum_annotation_LHUM_10599-RA	lhum_annotation_LHUM_15181-RA
OG0000025	lhum_annotation	n8	1.0	Terminal	lhum_annotation_LHUM_15663-RA, lhum_annotation_LHUM_10491-RA	lhum_annotation_LHUM_10599-RA
OG0000025	lhum_annotation	n9	1.0	Terminal	lhum_annotation_LHUM_15663-RA	lhum_annotation_LHUM_10491-RA
OG0000025	N0	n10	0.6666666666666666	Non-Terminal	lhum_annotation_LHUM_14938-RA, lhum_annotation_LHUM_19095-RA, acep_annotation_ACEP_00009611-RA, acep_annotation_ACEP_00004839-RA	acep_annotation_ACEP_00009610-RA, lhum_annotation_LHUM_17652-RA, lhum_annotation_LHUM_25219-RA, pbar_annotation_PBAR_16489-RA, pbar_annotation_PBAR_11210-RA, lhum_annotation_LHUM_18358-RA, lhum_annotation_LHUM_19302-RA, pbar_annotation_PBAR_16490-RA, pbar_annotation_PBAR_16089-RA, lhum_annotation_LHUM_18359-RA
OG0000025	lhum_annotation	n12	1.0	Terminal	lhum_annotation_LHUM_14938-RA	lhum_annotation_LHUM_19095-RA
OG0000025	acep_annotation	n13	1.0	Terminal	acep_annotation_ACEP_00009611-RA	acep_annotation_ACEP_00004839-RA
OG0000025	N0	n15	0.6666666666666666	Non-Terminal	lhum_annotation_LHUM_17652-RA, lhum_annotation_LHUM_25219-RA, pbar_annotation_PBAR_16489-RA, pbar_annotation_PBAR_11210-RA, lhum_annotation_LHUM_18358-RA, lhum_annotation_LHUM_19302-RA, pbar_annotation_PBAR_16490-RA	pbar_annotation_PBAR_16089-RA, lhum_annotation_LHUM_18359-RA
OG0000025	N0	n16	0.3333333333333333	Non-Terminal	lhum_annotation_LHUM_17652-RA, lhum_annotation_LHUM_25219-RA	pbar_annotation_PBAR_16489-RA, pbar_annotation_PBAR_11210-RA, lhum_annotation_LHUM_18358-RA, lhum_annotation_LHUM_19302-RA, pbar_annotation_PBAR_16490-RA
OG0000025	lhum_annotation	n17	1.0	Terminal	lhum_annotation_LHUM_17652-RA	lhum_annotation_LHUM_25219-RA
OG0000025	N0	n18	0.6666666666666666	Non-Terminal	pbar_annotation_PBAR_16489-RA, pbar_annotation_PBAR_11210-RA, lhum_annotation_LHUM_18358-RA	lhum_annotation_LHUM_19302-RA, pbar_annotation_PBAR_16490-RA
OG0000025	pbar_annotation	n20	1.0	Terminal	pbar_annotation_PBAR_16489-RA	pbar_annotation_PBAR_11210-RA
OG0000026	N1	n0	1.0	Non-Terminal	pbar_annotation_PBAR_14299-RA, acep_annotation_ACEP_00002717-RA	pbar_annotation_PBAR_14301-RA, acep_annotation_ACEP_00017189-RA, acep_annotation_ACEP_00017190-RA, acep_annotation_ACEP_00002713-RA, acep_annotation_ACEP_00015668-RA, acep_annotation_ACEP_00015654-RA, acep_annotation_ACEP_00015666-RA, acep_annotation_ACEP_00015665-RA, acep_annotation_ACEP_00015655-RA, acep_annotation_ACEP_00002711-RA, acep_annotation_ACEP_00015662-RA, acep_annotation_ACEP_00015664-RA, acep_annotation_ACEP_00015667-RA, acep_annotation_ACEP_00015663-RA, acep_annotation_ACEP_00015661-RA, acep_annotation_ACEP_00015660-RA, acep_annotation_ACEP_00015659-RA, acep_annotation_ACEP_00015658-RA, acep_annotation_ACEP_00015656-RA, acep_annotation_ACEP_00015657-RA, acep_annotation_ACEP_00017188-RA, acep_annotation_ACEP_00002715-RA
OG0000026	acep_annotation	n3	1.0	Terminal	acep_annotation_ACEP_00017189-RA, acep_annotation_ACEP_00017190-RA, acep_annotation_ACEP_00002713-RA, acep_annotation_ACEP_00015668-RA, acep_annotation_ACEP_00015654-RA, acep_annotation_ACEP_00015666-RA, acep_annotation_ACEP_00015665-RA, acep_annotation_ACEP_00015655-RA, acep_annotation_ACEP_00002711-RA, acep_annotation_ACEP_00015662-RA, acep_annotation_ACEP_00015664-RA, acep_annotation_ACEP_00015667-RA, acep_annotation_ACEP_00015663-RA, acep_annotation_ACEP_00015661-RA, acep_annotation_ACEP_00015660-RA, acep_annotation_ACEP_00015659-RA, acep_annotation_ACEP_00015658-RA, acep_annotation_ACEP_00015656-RA, acep_annotation_ACEP_00015657-RA	acep_annotation_ACEP_00017188-RA, acep_annotation_ACEP_00002715-RA
OG0000026	acep_annotation	n4	1.0	Terminal	acep_annotation_ACEP_00017189-RA, acep_annotation_ACEP_00017190-RA, acep_annotation_ACEP_00002713-RA	acep_annotation_ACEP_00015668-RA, acep_annotation_ACEP_00015654-RA, acep_annotation_ACEP_00015666-RA, acep_annotation_ACEP_00015665-RA, acep_annotation_ACEP_00015655-RA, acep_annotation_ACEP_00002711-RA, acep_annotation_ACEP_00015662-RA, acep_annotation_ACEP_00015664-RA, acep_annotation_ACEP_00015667-RA, acep_annotation_ACEP_00015663-RA, acep_annotation_ACEP_00015661-RA, acep_annotation_ACEP_00015660-RA, acep_annotation_ACEP_00015659-RA, acep_annotation_ACEP_00015658-RA, acep_annotation_ACEP_00015656-RA, acep_annotation_ACEP_00015657-RA
OG0000026	acep_annotation	n5	1.0	Terminal	acep_annotation_ACEP_00017189-RA, acep_annotation_ACEP_00017190-RA	acep_annotation_ACEP_00002713-RA
OG0000026	acep_annotation	n6	1.0	Terminal	acep_annotation_ACEP_00017189-RA	acep_annotation_ACEP_00017190-RA
OG0000026	acep_annotation	n7	1.0	Terminal	acep_annotation_ACEP_00015668-RA	acep_annotation_ACEP_00015654-RA, acep_annotation_ACEP_00015666-RA, acep_annotation_ACEP_00015665-RA, acep_annotation_ACEP_00015655-RA, acep_annotation_ACEP_00002711-RA, acep_annotation_ACEP_00015662-RA, acep_annotation_ACEP_00015664-RA, acep_annotation_ACEP_00015667-RA, acep_annotation_ACEP_00015663-RA, acep_annotation_ACEP_00015661-RA, acep_annotation_ACEP_00015660-RA, acep_annotation_ACEP_00015659-RA, acep_annotation_ACEP_00015658-RA, acep_annotation_ACEP_00015656-RA, acep_annotation_ACEP_00015657-RA
OG0000026	acep_annotation	n8	1.0	Terminal	acep_annotation_ACEP_00015654-RA, acep_annotation_ACEP_00015666-RA, acep_annotation_ACEP_00015665-RA, acep_annotation_ACEP_00015655-RA, acep_annotation_ACEP_00002711-RA, acep_annotation_ACEP_00015662-RA, acep_annotation_ACEP_00015664-RA, acep_annotation_ACEP_00015667-RA, acep_annotation_ACEP_00015663-RA	acep_annotation_ACEP_00015661-RA, acep_annotation_ACEP_00015660-RA, acep_annotation_ACEP_00015659-RA, acep_annotation_ACEP_00015658-RA, acep_annotation_ACEP_00015656-RA, acep_annotation_ACEP_00015657-RA
OG0000026	acep_annotation	n9	1.0	Terminal	acep_annotation_ACEP_00015654-RA, acep_annotation_ACEP_00015666-RA, acep_annotation_ACEP_00015665-RA, acep_annotation_ACEP_00015655-RA, acep_annotation_ACEP_00002711-RA	acep_annotation_ACEP_00015662-RA, acep_annotation_ACEP_00015664-RA, acep_annotation_ACEP_00015667-RA, acep_annotation_ACEP_00015663-RA
OG0000026	acep_annotation	n10	1.0	Terminal	acep_annotation_ACEP_00015654-RA, acep_annotation_ACEP_00015666-RA, acep_annotation_ACEP_00015665-RA, acep_annotation_ACEP_00015655-RA	acep_annotation_ACEP_00002711-RA
OG0000026	acep_annotation	n11	1.0	Terminal	acep_annotation_ACEP_00015654-RA	acep_annotation_ACEP_00015666-RA, acep_annotation_ACEP_00015665-RA, acep_annotation_ACEP_00015655-RA
OG0000026	acep_annotation	n12	1.0	Terminal	acep_annotation_ACEP_00015666-RA, acep_annotation_ACEP_00015665-RA	acep_annotation_ACEP_00015655-RA
OG0000026	acep_annotation	n13	1.0	Terminal	acep_annotation_ACEP_00015666-RA	acep_annotation_ACEP_00015665-RA
OG0000026	acep_annotation	n14	1.0	Terminal	acep_annotation_ACEP_00015662-RA, acep_annotation_ACEP_00015664-RA, acep_annotation_ACEP_00015667-RA	acep_annotation_ACEP_00015663-RA
OG0000026	acep_annotation	n15	1.0	Terminal	acep_annotation_ACEP_00015662-RA	acep_annotation_ACEP_00015664-RA, acep_annotation_ACEP_00015667-RA
OG0000026	acep_annotation	n16	1.0	Terminal	acep_annotation_ACEP_00015664-RA	acep_annotation_ACEP_00015667-RA
OG0000026	acep_annotation	n17	1.0	Terminal	acep_annotation_ACEP_00015661-RA, acep_annotation_ACEP_00015660-RA	acep_annotation_ACEP_00015659-RA, acep_annotation_ACEP_00015658-RA, acep_annotation_ACEP_00015656-RA, acep_annotation_ACEP_00015657-RA
OG0000026	acep_annotation	n18	1.0	Terminal	acep_annotation_ACEP_00015661-RA	acep_annotation_ACEP_00015660-RA
OG0000026	acep_annotation	n19	1.0	Terminal	acep_annotation_ACEP_00015659-RA, acep_annotation_ACEP_00015658-RA	acep_annotation_ACEP_00015656-RA, acep_annotation_ACEP_00015657-RA
OG0000026	acep_annotation	n20	1.0	Terminal	acep_annotation_ACEP_00015659-RA	acep_annotation_ACEP_00015658-RA
OG0000026	acep_annotation	n21	1.0	Terminal	acep_annotation_ACEP_00015656-RA	acep_annotation_ACEP_00015657-RA
OG0000026	acep_annotation	n22	1.0	Terminal	acep_annotation_ACEP_00017188-RA	acep_annotation_ACEP_00002715-RA
OG0000027	N0	n0	0.6666666666666666	Non-Terminal	lhum_annotation_LHUM_17512-RA, pbar_annotation_PBAR_12530-RA	lhum_annotation_LHUM_13656-RA, pbar_annotation_PBAR_12531-RA, pbar_annotation_PBAR_11390-RA, pbar_annotation_PBAR_11389-RA, pbar_annotation_PBAR_10210-RA, pbar_annotation_PBAR_10268-RA, pbar_annotation_PBAR_11392-RA, pbar_annotation_PBAR_10165-RA, pbar_annotation_PBAR_10233-RA, pbar_annotation_PBAR_10164-RA, pbar_annotation_PBAR_10151-RA, pbar_annotation_PBAR_26202-RA, pbar_annotation_PBAR_10232-RA, pbar_annotation_PBAR_10121-RA, pbar_annotation_PBAR_10096-RA, pbar_annotation_PBAR_11391-RA, pbar_annotation_PBAR_26572-RA, pbar_annotation_PBAR_26573-RA, pbar_annotation_PBAR_26617-RA, pbar_annotation_PBAR_16912-RA, pbar_annotation_PBAR_26615-RA, pbar_annotation_PBAR_26616-RA
OG0000027	pbar_annotation	n3	1.0	Terminal	pbar_annotation_PBAR_12531-RA	pbar_annotation_PBAR_11390-RA, pbar_annotation_PBAR_11389-RA, pbar_annotation_PBAR_10210-RA, pbar_annotation_PBAR_10268-RA, pbar_annotation_PBAR_11392-RA, pbar_annotation_PBAR_10165-RA, pbar_annotation_PBAR_10233-RA, pbar_annotation_PBAR_10164-RA, pbar_annotation_PBAR_10151-RA, pbar_annotation_PBAR_26202-RA, pbar_annotation_PBAR_10232-RA, pbar_annotation_PBAR_10121-RA, pbar_annotation_PBAR_10096-RA, pbar_annotation_PBAR_11391-RA, pbar_annotation_PBAR_26572-RA, pbar_annotation_PBAR_26573-RA, pbar_annotation_PBAR_26617-RA, pbar_annotation_PBAR_16912-RA, pbar_annotation_PBAR_26615-RA, pbar_annotation_PBAR_26616-RA
OG0000027	pbar_annotation	n4	1.0	Terminal	pbar_annotation_PBAR_11390-RA, pbar_annotation_PBAR_11389-RA, pbar_annotation_PBAR_10210-RA, pbar_annotation_PBAR_10268-RA, pbar_annotation_PBAR_11392-RA, pbar_annotation_PBAR_10165-RA, pbar_annotation_PBAR_10233-RA, pbar_annotation_PBAR_10164-RA, pbar_annotation_PBAR_10151-RA, pbar_annotation_PBAR_26202-RA, pbar_annotation_PBAR_10232-RA, pbar_annotation_PBAR_10121-RA, pbar_annotation_PBAR_10096-RA, pbar_annotation_PBAR_11391-RA, pbar_annotation_PBAR_26572-RA	pbar_annotation_PBAR_26573-RA, pbar_annotation_PBAR_26617-RA, pbar_annotation_PBAR_16912-RA, pbar_annotation_PBAR_26615-RA, pbar_annotation_PBAR_26616-RA
OG0000027	pbar_annotation	n5	1.0	Terminal	pbar_annotation_PBAR_11390-RA, pbar_annotation_PBAR_11389-RA, pbar_annotation_PBAR_10210-RA	pbar_annotation_PBAR_10268-RA, pbar_annotation_PBAR_11392-RA, pbar_annotation_PBAR_10165-RA, pbar_annotation_PBAR_10233-RA, pbar_annotation_PBAR_10164-RA, pbar_annotation_PBAR_10151-RA, pbar_annotation_PBAR_26202-RA, pbar_annotation_PBAR_10232-RA, pbar_annotation_PBAR_10121-RA, pbar_annotation_PBAR_10096-RA, pbar_annotation_PBAR_11391-RA, pbar_annotation_PBAR_26572-RA
OG0000027	pbar_annotation	n6	1.0	Terminal	pbar_annotation_PBAR_11390-RA, pbar_annotation_PBAR_11389-RA	pbar_annotation_PBAR_10210-RA
OG0000027	pbar_annotation	n7	1.0	Terminal	pbar_annotation_PBAR_11390-RA	pbar_annotation_PBAR_11389-RA
OG0000027	pbar_annotation	n8	1.0	Terminal	pbar_annotation_PBAR_10268-RA, pbar_annotation_PBAR_11392-RA, pbar_annotation_PBAR_10165-RA, pbar_annotation_PBAR_10233-RA	pbar_annotation_PBAR_10164-RA, pbar_annotation_PBAR_10151-RA, pbar_annotation_PBAR_26202-RA, pbar_annotation_PBAR_10232-RA, pbar_annotation_PBAR_10121-RA, pbar_annotation_PBAR_10096-RA, pbar_annotation_PBAR_11391-RA, pbar_annotation_PBAR_26572-RA
OG0000027	pbar_annotation	n9	1.0	Terminal	pbar_annotation_PBAR_10268-RA, pbar_annotation_PBAR_11392-RA, pbar_annotation_PBAR_10165-RA	pbar_annotation_PBAR_10233-RA
OG0000027	pbar_annotation	n10	1.0	Terminal	pbar_annotation_PBAR_10268-RA	pbar_annotation_PBAR_11392-RA, pbar_annotation_PBAR_10165-RA
OG0000027	pbar_annotation	n11	1.0	Terminal	pbar_annotation_PBAR_11392-RA	pbar_annotation_PBAR_10165-RA
OG0000027	pbar_annotation	n12	1.0	Terminal	pbar_annotation_PBAR_10164-RA, pbar_annotation_PBAR_10151-RA, pbar_annotation_PBAR_26202-RA, pbar_annotation_PBAR_10232-RA, pbar_annotation_PBAR_10121-RA, pbar_annotation_PBAR_10096-RA, pbar_annotation_PBAR_11391-RA	pbar_annotation_PBAR_26572-RA
OG0000027	pbar_annotation	n13	1.0	Terminal	pbar_annotation_PBAR_10164-RA, pbar_annotation_PBAR_10151-RA	pbar_annotation_PBAR_26202-RA, pbar_annotation_PBAR_10232-RA, pbar_annotation_PBAR_10121-RA, pbar_annotation_PBAR_10096-RA, pbar_annotation_PBAR_11391-RA
OG0000027	pbar_annotation	n14	1.0	Terminal	pbar_annotation_PBAR_10164-RA	pbar_annotation_PBAR_10151-RA
OG0000027	pbar_annotation	n15	1.0	Terminal	pbar_annotation_PBAR_26202-RA, pbar_annotation_PBAR_10232-RA, pbar_annotation_PBAR_10121-RA, pbar_annotation_PBAR_10096-RA	pbar_annotation_PBAR_11391-RA
OG0000027	pbar_annotation	n16	1.0	Terminal	pbar_annotation_PBAR_26202-RA, pbar_annotation_PBAR_10232-RA	pbar_annotation_PBAR_10121-RA, pbar_annotation_PBAR_10096-RA
OG0000027	pbar_annotation	n17	1.0	Terminal	pbar_annotation_PBAR_26202-RA	pbar_annotation_PBAR_10232-RA
OG0000027	pbar_annotation	n18	1.0	Terminal	pbar_annotation_PBAR_10121-RA	pbar_annotation_PBAR_10096-RA
OG0000027	pbar_annotation	n19	1.0	Terminal	pbar_annotation_PBAR_26573-RA	pbar_annotation_PBAR_26617-RA, pbar_annotation_PBAR_16912-RA, pbar_annotation_PBAR_26615-RA, pbar_annotation_PBAR_26616-RA
OG0000027	pbar_annotation	n20	1.0	Terminal	pbar_annotation_PBAR_26617-RA	pbar_annotation_PBAR_16912-RA, pbar_annotation_PBAR_26615-RA, pbar_annotation_PBAR_26616-RA
OG0000027	pbar_annotation	n21	1.0	Terminal	pbar_annotation_PBAR_16912-RA	pbar_annotation_PBAR_26615-RA, pbar_annotation_PBAR_26616-RA
OG0000027	pbar_annotation	n22	1.0	Terminal	pbar_annotation_PBAR_26615-RA	pbar_annotation_PBAR_26616-RA
OG0000028	N0	n0	1.0	Non-Terminal	pbar_annotation_PBAR_20453-RA, acep_annotation_ACEP_00005915-RA, lhum_annotation_LHUM_20985-RA, lhum_annotation_LHUM_13235-RA, lhum_annotation_LHUM_25190-RA, lhum_annotation_LHUM_14430-RA, lhum_annotation_LHUM_15605-RA, lhum_annotation_LHUM_23742-RA	acep_annotation_ACEP_00009725-RA, pbar_annotation_PBAR_11430-RA, pbar_annotation_PBAR_15495-RA, lhum_annotation_LHUM_22976-RA, lhum_annotation_LHUM_13320-RA, lhum_annotation_LHUM_22974-RA, lhum_annotation_LHUM_15095-RA, lhum_annotation_LHUM_15602-RA, lhum_annotation_LHUM_10040-RA, lhum_annotation_LHUM_10741-RA, lhum_annotation_LHUM_23188-RA, lhum_annotation_LHUM_25256-RA, lhum_annotation_LHUM_15604-RA, acep_annotation_ACEP_00008106-RA, pbar_annotation_PBAR_20452-RA
OG0000028	lhum_annotation	n3	1.0	Terminal	lhum_annotation_LHUM_20985-RA, lhum_annotation_LHUM_13235-RA, lhum_annotation_LHUM_25190-RA, lhum_annotation_LHUM_14430-RA	lhum_annotation_LHUM_15605-RA, lhum_annotation_LHUM_23742-RA
OG0000028	lhum_annotation	n4	1.0	Terminal	lhum_annotation_LHUM_20985-RA, lhum_annotation_LHUM_13235-RA, lhum_annotation_LHUM_25190-RA	lhum_annotation_LHUM_14430-RA
OG0000028	lhum_annotation	n5	1.0	Terminal	lhum_annotation_LHUM_20985-RA, lhum_annotation_LHUM_13235-RA	lhum_annotation_LHUM_25190-RA
OG0000028	lhum_annotation	n6	1.0	Terminal	lhum_annotation_LHUM_20985-RA	lhum_annotation_LHUM_13235-RA
OG0000028	lhum_annotation	n7	1.0	Terminal	lhum_annotation_LHUM_15605-RA	lhum_annotation_LHUM_23742-RA
OG0000028	N0	n8	1.0	Non-Terminal	acep_annotation_ACEP_00009725-RA, pbar_annotation_PBAR_11430-RA, pbar_annotation_PBAR_15495-RA, lhum_annotation_LHUM_22976-RA, lhum_annotation_LHUM_13320-RA, lhum_annotation_LHUM_22974-RA, lhum_annotation_LHUM_15095-RA, lhum_annotation_LHUM_15602-RA, lhum_annotation_LHUM_10040-RA, lhum_annotation_LHUM_10741-RA, lhum_annotation_LHUM_23188-RA, lhum_annotation_LHUM_25256-RA	lhum_annotation_LHUM_15604-RA, acep_annotation_ACEP_00008106-RA, pbar_annotation_PBAR_20452-RA
OG0000028	pbar_annotation	n11	1.0	Terminal	pbar_annotation_PBAR_11430-RA	pbar_annotation_PBAR_15495-RA
OG0000028	lhum_annotation	n12	1.0	Terminal	lhum_annotation_LHUM_22976-RA, lhum_annotation_LHUM_13320-RA, lhum_annotation_LHUM_22974-RA, lhum_annotation_LHUM_15095-RA, lhum_annotation_LHUM_15602-RA, lhum_annotation_LHUM_10040-RA, lhum_annotation_LHUM_10741-RA, lhum_annotation_LHUM_23188-RA	lhum_annotation_LHUM_25256-RA
OG0000028	lhum_annotation	n13	1.0	Terminal	lhum_annotation_LHUM_22976-RA	lhum_annotation_LHUM_13320-RA, lhum_annotation_LHUM_22974-RA, lhum_annotation_LHUM_15095-RA, lhum_annotation_LHUM_15602-RA, lhum_annotation_LHUM_10040-RA, lhum_annotation_LHUM_10741-RA, lhum_annotation_LHUM_23188-RA
OG0000028	lhum_annotation	n14	1.0	Terminal	lhum_annotation_LHUM_13320-RA, lhum_annotation_LHUM_22974-RA, lhum_annotation_LHUM_15095-RA, lhum_annotation_LHUM_15602-RA, lhum_annotation_LHUM_10040-RA	lhum_annotation_LHUM_10741-RA, lhum_annotation_LHUM_23188-RA
OG0000028	lhum_annotation	n15	1.0	Terminal	lhum_annotation_LHUM_13320-RA, lhum_annotation_LHUM_22974-RA, lhum_annotation_LHUM_15095-RA, lhum_annotation_LHUM_15602-RA	lhum_annotation_LHUM_10040-RA
OG0000028	lhum_annotation	n16	1.0	Terminal	lhum_annotation_LHUM_13320-RA	lhum_annotation_LHUM_22974-RA, lhum_annotation_LHUM_15095-RA, lhum_annotation_LHUM_15602-RA
OG0000028	lhum_annotation	n17	1.0	Terminal	lhum_annotation_LHUM_22974-RA, lhum_annotation_LHUM_15095-RA	lhum_annotation_LHUM_15602-RA
OG0000028	lhum_annotation	n18	1.0	Terminal	lhum_annotation_LHUM_22974-RA	lhum_annotation_LHUM_15095-RA
OG0000028	lhum_annotation	n19	1.0	Terminal	lhum_annotation_LHUM_10741-RA	lhum_annotation_LHUM_23188-RA
OG0000029	N0	n0	0.6666666666666666	Non-Terminal	acep_annotation_ACEP_00015407-RA, lhum_annotation_LHUM_10639-RA	acep_annotation_ACEP_00015406-RA, pbar_annotation_PBAR_25650-RB, pbar_annotation_PBAR_25650-RA, lhum_annotation_LHUM_10374-RA, lhum_annotation_LHUM_10373-RA, lhum_annotation_LHUM_12262-RA, lhum_annotation_LHUM_25438-RA, lhum_annotation_LHUM_10007-RA, lhum_annotation_LHUM_10861-RA, lhum_annotation_LHUM_10375-RA, lhum_annotation_LHUM_10275-RA, lhum_annotation_LHUM_10860-RA, lhum_annotation_LHUM_13179-RA, lhum_annotation_LHUM_13310-RA, lhum_annotation_LHUM_10368-RA, lhum_annotation_LHUM_25440-RA, lhum_annotation_LHUM_10862-RA, lhum_annotation_LHUM_10072-RA, lhum_annotation_LHUM_10640-RA, lhum_annotation_LHUM_13311-RA, lhum_annotation_LHUM_25439-RA
OG0000029	pbar_annotation	n4	1.0	Terminal	pbar_annotation_PBAR_25650-RB	pbar_annotation_PBAR_25650-RA
OG0000029	lhum_annotation	n5	1.0	Terminal	lhum_annotation_LHUM_10374-RA	lhum_annotation_LHUM_10373-RA, lhum_annotation_LHUM_12262-RA, lhum_annotation_LHUM_25438-RA, lhum_annotation_LHUM_10007-RA, lhum_annotation_LHUM_10861-RA, lhum_annotation_LHUM_10375-RA, lhum_annotation_LHUM_10275-RA, lhum_annotation_LHUM_10860-RA, lhum_annotation_LHUM_13179-RA, lhum_annotation_LHUM_13310-RA, lhum_annotation_LHUM_10368-RA, lhum_annotation_LHUM_25440-RA, lhum_annotation_LHUM_10862-RA, lhum_annotation_LHUM_10072-RA, lhum_annotation_LHUM_10640-RA, lhum_annotation_LHUM_13311-RA, lhum_annotation_LHUM_25439-RA
OG0000029	lhum_annotation	n6	1.0	Terminal	lhum_annotation_LHUM_10373-RA, lhum_annotation_LHUM_12262-RA	lhum_annotation_LHUM_25438-RA, lhum_annotation_LHUM_10007-RA, lhum_annotation_LHUM_10861-RA, lhum_annotation_LHUM_10375-RA, lhum_annotation_LHUM_10275-RA, lhum_annotation_LHUM_10860-RA, lhum_annotation_LHUM_13179-RA, lhum_annotation_LHUM_13310-RA, lhum_annotation_LHUM_10368-RA, lhum_annotation_LHUM_25440-RA, lhum_annotation_LHUM_10862-RA, lhum_annotation_LHUM_10072-RA, lhum_annotation_LHUM_10640-RA, lhum_annotation_LHUM_13311-RA, lhum_annotation_LHUM_25439-RA
OG0000029	lhum_annotation	n7	1.0	Terminal	lhum_annotation_LHUM_10373-RA	lhum_annotation_LHUM_12262-RA
OG0000029	lhum_annotation	n8	1.0	Terminal	lhum_annotation_LHUM_25438-RA, lhum_annotation_LHUM_10007-RA, lhum_annotation_LHUM_10861-RA, lhum_annotation_LHUM_10375-RA, lhum_annotation_LHUM_10275-RA, lhum_annotation_LHUM_10860-RA, lhum_annotation_LHUM_13179-RA, lhum_annotation_LHUM_13310-RA, lhum_annotation_LHUM_10368-RA	lhum_annotation_LHUM_25440-RA, lhum_annotation_LHUM_10862-RA, lhum_annotation_LHUM_10072-RA, lhum_annotation_LHUM_10640-RA, lhum_annotation_LHUM_13311-RA, lhum_annotation_LHUM_25439-RA
OG0000029	lhum_annotation	n9	1.0	Terminal	lhum_annotation_LHUM_25438-RA, lhum_annotation_LHUM_10007-RA, lhum_annotation_LHUM_10861-RA, lhum_annotation_LHUM_10375-RA, lhum_annotation_LHUM_10275-RA, lhum_annotation_LHUM_10860-RA, lhum_annotation_LHUM_13179-RA, lhum_annotation_LHUM_13310-RA	lhum_annotation_LHUM_10368-RA
OG0000029	lhum_annotation	n10	1.0	Terminal	lhum_annotation_LHUM_25438-RA, lhum_annotation_LHUM_10007-RA	lhum_annotation_LHUM_10861-RA, lhum_annotation_LHUM_10375-RA, lhum_annotation_LHUM_10275-RA, lhum_annotation_LHUM_10860-RA, lhum_annotation_LHUM_13179-RA, lhum_annotation_LHUM_13310-RA
OG0000029	lhum_annotation	n11	1.0	Terminal	lhum_annotation_LHUM_25438-RA	lhum_annotation_LHUM_10007-RA
