Orthogroup	acep_annotation	lhum_annotation	pbar_annotation
OG0014502	ACEP_00009713-RA		
OG0014503	ACEP_00009711-RA		
OG0014504	ACEP_00009705-RA		
OG0014505	ACEP_00009697-RA		
OG0014506	ACEP_00009699-RA		
OG0014507	ACEP_00009698-RA		
OG0014508	ACEP_00017917-RA		
OG0014509	ACEP_00009701-RA		
OG0014510	ACEP_00009700-RA		
OG0014511	ACEP_00017918-RA		
OG0014512	ACEP_00009691-RA		
OG0014513	ACEP_00009683-RA		
OG0014514	ACEP_00009679-RA		
OG0014515	ACEP_00009678-RA		
OG0014516	ACEP_00009675-RA		
OG0014517	ACEP_00009672-RA		
OG0014518	ACEP_00009677-RA		
OG0014519	ACEP_00017919-RA		
OG0014520	ACEP_00009666-RA		
OG0014521	ACEP_00009665-RA		
OG0014522	ACEP_00009664-RA		
OG0014523	ACEP_00009661-RA		
OG0014524	ACEP_00009660-RA		
OG0014525	ACEP_00009656-RA		
OG0014526	ACEP_00009657-RA		
OG0014527	ACEP_00009655-RA		
OG0014528	ACEP_00017920-RA		
OG0014529	ACEP_00009647-RA		
OG0014530	ACEP_00009650-RA		
OG0014531	ACEP_00009646-RA		
OG0014532	ACEP_00009634-RA		
OG0014533	ACEP_00017921-RA		
OG0014534	ACEP_00009629-RA		
OG0014535	ACEP_00009625-RA		
OG0014536	ACEP_00013683-RA		
OG0014537	ACEP_00018155-RA		
OG0014538	ACEP_00018154-RA		
OG0014539	ACEP_00013680-RA		
OG0014540	ACEP_00018156-RA		
OG0014541	ACEP_00018157-RA		
OG0014542	ACEP_00013679-RA		
OG0014543	ACEP_00013681-RA		
OG0014544	ACEP_00018158-RA		
OG0014545	ACEP_00013678-RA		
OG0014546	ACEP_00013668-RA		
OG0014547	ACEP_00013675-RA		
OG0014548	ACEP_00013669-RA		
OG0014549	ACEP_00013670-RA		
OG0014550	ACEP_00013676-RA		
OG0014551	ACEP_00018161-RA		
OG0014552	ACEP_00018162-RA		
OG0014553	ACEP_00018160-RA		
OG0014554	ACEP_00018159-RA		
OG0014555	ACEP_00018163-RA		
OG0014556	ACEP_00013665-RA		
OG0014557	ACEP_00013663-RA		
OG0014558	ACEP_00018164-RA		
OG0014559	ACEP_00013652-RA		
OG0014560	ACEP_00013656-RA		
OG0014561	ACEP_00013640-RA		
OG0014562	ACEP_00013639-RA		
OG0014563	ACEP_00013645-RA		
OG0014564	ACEP_00016854-RA		
OG0014565	ACEP_00016464-RA		
OG0014566	ACEP_00004237-RA		
OG0014567	ACEP_00004238-RA		
OG0014568	ACEP_00004233-RA		
OG0014569	ACEP_00017194-RA		
OG0014570	ACEP_00004217-RA		
OG0014571	ACEP_00004215-RA		
OG0014572	ACEP_00004212-RA		
OG0014573	ACEP_00004213-RA		
OG0014574	ACEP_00004205-RA		
OG0014575	ACEP_00004202-RA		
OG0014576	ACEP_00004199-RA		
OG0014577	ACEP_00004200-RA		
OG0014578	ACEP_00004187-RA		
OG0014579	ACEP_00004183-RA		
OG0014580	ACEP_00004186-RA		
OG0014581	ACEP_00004182-RA		
OG0014582	ACEP_00017195-RA		
OG0014583	ACEP_00017196-RA		
OG0014584	ACEP_00017197-RA		
OG0014585	ACEP_00004179-RA		
OG0014586	ACEP_00017198-RA		
OG0014587	ACEP_00004177-RA		
OG0014588	ACEP_00004176-RA		
OG0014589	ACEP_00017199-RA		
OG0014590	ACEP_00017201-RA		
OG0014591	ACEP_00017200-RA		
OG0014592	ACEP_00004150-RA		
OG0014593	ACEP_00004154-RA		
OG0014594	ACEP_00017203-RA		
OG0014595	ACEP_00004143-RA		
OG0014596	ACEP_00004140-RA		
OG0014597	ACEP_00004128-RA		
OG0014598	ACEP_00004117-RA		
OG0014599	ACEP_00004125-RA		
OG0014600	ACEP_00004116-RA		
OG0014601	ACEP_00004119-RA		
OG0014602	ACEP_00004118-RA		
OG0014603	ACEP_00004111-RA		
OG0014604	ACEP_00004114-RA		
OG0014605	ACEP_00004105-RA		
OG0014606	ACEP_00004077-RA		
OG0014607	ACEP_00004078-RA		
OG0014608	ACEP_00004073-RA		
OG0014609	ACEP_00004074-RA		
OG0014610	ACEP_00004065-RA		
OG0014611	ACEP_00004062-RA		
OG0014612	ACEP_00004064-RA		
OG0014613	ACEP_00004063-RA		
OG0014614	ACEP_00004055-RA		
OG0014615	ACEP_00004053-RA		
OG0014616	ACEP_00004039-RA		
OG0014617	ACEP_00004031-RA		
OG0014618	ACEP_00017207-RA		
OG0014619	ACEP_00004033-RA		
OG0014620	ACEP_00004040-RA		
OG0014621	ACEP_00004030-RA		
OG0014622	ACEP_00004026-RA		
OG0014623	ACEP_00004020-RA		
OG0014624	ACEP_00017208-RA		
OG0014625	ACEP_00003995-RA		
OG0014626	ACEP_00004001-RA		
OG0014627	ACEP_00003996-RA		
OG0014628	ACEP_00004007-RA		
OG0014629	ACEP_00003992-RA		
OG0014630	ACEP_00003993-RA		
OG0014631	ACEP_00017209-RA		
OG0014632	ACEP_00017212-RA		
OG0014633	ACEP_00003962-RA		
OG0014634	ACEP_00003964-RA		
OG0014635	ACEP_00003960-RA		
OG0014636	ACEP_00017213-RA		
OG0014637	ACEP_00017214-RA		
OG0014638	ACEP_00003947-RA		
OG0014639	ACEP_00003948-RA		
OG0014640	ACEP_00003937-RA		
OG0014641	ACEP_00003925-RA		
OG0014642	ACEP_00003928-RA		
OG0014643	ACEP_00003922-RA		
OG0014644	ACEP_00003896-RA		
OG0014645	ACEP_00003897-RA		
OG0014646	ACEP_00003898-RA		
OG0014647	ACEP_00003899-RA		
OG0014648	ACEP_00017216-RA		
OG0014649	ACEP_00003871-RA		
OG0014650	ACEP_00003872-RA		
OG0014651	ACEP_00003873-RA		
OG0014652	ACEP_00003868-RA		
OG0014653	ACEP_00003867-RA		
OG0014654	ACEP_00003866-RA		
OG0014655	ACEP_00003864-RA		
OG0014656	ACEP_00017217-RA		
OG0014657	ACEP_00003855-RA		
OG0014658	ACEP_00003851-RA		
OG0014659	ACEP_00003852-RA		
OG0014660	ACEP_00003849-RA		
OG0014661	ACEP_00003850-RA		
OG0014662	ACEP_00003848-RA		
OG0014663	ACEP_00017219-RA		
OG0014664	ACEP_00017218-RA		
OG0014665	ACEP_00017222-RA		
OG0014666	ACEP_00017221-RA		
OG0014667	ACEP_00017224-RA		
OG0014668	ACEP_00003837-RA		
OG0014669	ACEP_00017225-RA		
OG0014670	ACEP_00003836-RA		
OG0014671	ACEP_00003833-RA		
OG0014672	ACEP_00003830-RA		
OG0014673	ACEP_00003828-RA		
OG0014674	ACEP_00017226-RA		
OG0014675	ACEP_00017227-RA		
OG0014676	ACEP_00003827-RA		
OG0014677	ACEP_00003814-RA		
OG0014678	ACEP_00003815-RA		
OG0014679	ACEP_00003789-RA		
OG0014680	ACEP_00003798-RA		
OG0014681	ACEP_00003795-RA		
OG0014682	ACEP_00003799-RA		
OG0014683	ACEP_00003792-RA		
OG0014684	ACEP_00003797-RA		
OG0014685	ACEP_00003790-RA		
OG0014686	ACEP_00003791-RA		
OG0014687	ACEP_00003777-RA		
OG0014688	ACEP_00003776-RA		
OG0014689	ACEP_00003781-RA		
OG0014690	ACEP_00003785-RA		
OG0014691	ACEP_00003783-RA		
OG0014692	ACEP_00003782-RA		
OG0014693	ACEP_00017228-RA		
OG0014694	ACEP_00017229-RA		
OG0014695	ACEP_00015678-RA		
OG0014696	ACEP_00018173-RA		
OG0014697	ACEP_00015679-RA		
OG0014698	ACEP_00015672-RA		
OG0014699	ACEP_00015671-RA		
OG0014700	ACEP_00015675-RA		
OG0014701	ACEP_00015673-RA		
OG0014702	ACEP_00015646-RA		
OG0014703	ACEP_00015645-RA		
OG0014704	ACEP_00016898-RA		
OG0014705	ACEP_00012335-RA		
OG0014706	ACEP_00012336-RA		
OG0014707	ACEP_00012334-RA		
OG0014708	ACEP_00012327-RA		
OG0014709	ACEP_00012319-RA		
OG0014710	ACEP_00012314-RA		
OG0014711	ACEP_00012306-RA		
OG0014712	ACEP_00012296-RA		
OG0014713	ACEP_00012293-RA		
OG0014714	ACEP_00017996-RA		
OG0014715	ACEP_00012287-RA		
OG0014716	ACEP_00012289-RA		
OG0014717	ACEP_00012281-RA		
OG0014718	ACEP_00017997-RA		
OG0014719	ACEP_00017999-RA		
OG0014720	ACEP_00018000-RA		
OG0014721	ACEP_00012250-RA		
OG0014722	ACEP_00012242-RA		
OG0014723	ACEP_00012243-RA		
OG0014724	ACEP_00012244-RA		
OG0014725	ACEP_00016365-RA		
OG0014726	ACEP_00015564-RA		
OG0014727	ACEP_00015559-RA		
OG0014728	ACEP_00015562-RA		
OG0014729	ACEP_00018165-RA		
OG0014730	ACEP_00015557-RA		
OG0014731	ACEP_00015553-RA		
OG0014732	ACEP_00018166-RA		
OG0014733	ACEP_00015547-RA		
OG0014734	ACEP_00015541-RA		
OG0014735	ACEP_00015533-RA		
OG0014736	ACEP_00015537-RA		
OG0014737	ACEP_00016611-RA		
OG0014738	ACEP_00016612-RA		
OG0014739	ACEP_00016590-RA		
OG0014740	ACEP_00016591-RA		
OG0014741	ACEP_00016875-RA		
OG0014742	ACEP_00016808-RA		
OG0014743	ACEP_00016109-RA		
OG0014744	ACEP_00016105-RA		
OG0014745	ACEP_00016103-RA		
OG0014746	ACEP_00016099-RA		
OG0014747	ACEP_00016098-RA		
OG0014748	ACEP_00016101-RA		
OG0014749	ACEP_00016844-RA		
OG0014750	ACEP_00016870-RA		
OG0014751	ACEP_00016860-RA		
OG0014752	ACEP_00018207-RA		
OG0014753	ACEP_00016251-RA		
OG0014754	ACEP_00016707-RA		
OG0014755	ACEP_00015285-RA		
OG0014756	ACEP_00015277-RA		
OG0014757	ACEP_00018197-RA		
OG0014758	ACEP_00015276-RA		
OG0014759	ACEP_00015275-RA		
OG0014760	ACEP_00015272-RA		
OG0014761	ACEP_00015274-RA		
OG0014762	ACEP_00005304-RA		
OG0014763	ACEP_00005297-RA		
OG0014764	ACEP_00005287-RA		
OG0014765	ACEP_00005286-RA		
OG0014766	ACEP_00005296-RA		
OG0014767	ACEP_00005281-RA		
OG0014768	ACEP_00005278-RA		
OG0014769	ACEP_00005259-RA		
OG0014770	ACEP_00005250-RA		
OG0014771	ACEP_00005248-RA		
OG0014772	ACEP_00005254-RA		
OG0014773	ACEP_00005246-RA		
OG0014774	ACEP_00005239-RA		
OG0014775	ACEP_00005240-RA		
OG0014776	ACEP_00005234-RA		
OG0014777	ACEP_00005235-RA		
OG0014778	ACEP_00005237-RA		
OG0014779	ACEP_00005222-RA		
OG0014780	ACEP_00005217-RA		
OG0014781	ACEP_00005197-RA		
OG0014782	ACEP_00005196-RA		
OG0014783	ACEP_00017588-RA		
OG0014784	ACEP_00005180-RA		
OG0014785	ACEP_00005183-RA		
OG0014786	ACEP_00005182-RA		
OG0014787	ACEP_00005174-RA		
OG0014788	ACEP_00005172-RA		
OG0014789	ACEP_00005171-RA		
OG0014790	ACEP_00017589-RA		
OG0014791	ACEP_00005169-RB		
OG0014792	ACEP_00005168-RA		
OG0014793	ACEP_00005167-RA		
OG0014794	ACEP_00005157-RA		
OG0014795	ACEP_00005143-RA		
OG0014796	ACEP_00005140-RA		
OG0014797	ACEP_00005142-RA		
OG0014798	ACEP_00005144-RA		
OG0014799	ACEP_00017590-RA		
OG0014800	ACEP_00005135-RA		
OG0014801	ACEP_00017591-RA		
OG0014802	ACEP_00005136-RA		
OG0014803	ACEP_00005134-RA		
OG0014804	ACEP_00017592-RA		
OG0014805	ACEP_00005124-RA		
OG0014806	ACEP_00005118-RA		
OG0014807	ACEP_00005115-RA		
OG0014808	ACEP_00005114-RA		
OG0014809	ACEP_00005102-RA		
OG0014810	ACEP_00005094-RA		
OG0014811	ACEP_00005093-RA		
OG0014812	ACEP_00005083-RA		
OG0014813	ACEP_00005085-RA		
OG0014814	ACEP_00017594-RA		
OG0014815	ACEP_00017595-RA		
OG0014816	ACEP_00005072-RA		
OG0014817	ACEP_00017596-RA		
OG0014818	ACEP_00005063-RA		
OG0014819	ACEP_00005065-RA		
OG0014820	ACEP_00005054-RA		
OG0014821	ACEP_00005061-RA		
OG0014822	ACEP_00005057-RA		
OG0014823	ACEP_00005060-RA		
OG0014824	ACEP_00005045-RA		
OG0014825	ACEP_00005047-RA		
OG0014826	ACEP_00005042-RA		
OG0014827	ACEP_00005037-RA		
OG0014828	ACEP_00005029-RA		
OG0014829	ACEP_00005031-RA		
OG0014830	ACEP_00005033-RA		
OG0014831	ACEP_00005026-RA		
OG0014832	ACEP_00005020-RA		
OG0014833	ACEP_00005013-RA		
OG0014834	ACEP_00005014-RA		
OG0014835	ACEP_00005016-RA		
OG0014836	ACEP_00005023-RA		
OG0014837	ACEP_00005003-RA		
OG0014838	ACEP_00005006-RA		
OG0014839	ACEP_00005002-RA		
OG0014840	ACEP_00005008-RA		
OG0014841	ACEP_00005005-RA		
OG0014842	ACEP_00005009-RA		
OG0014843	ACEP_00005012-RA		
OG0014844	ACEP_00005007-RA		
OG0014845	ACEP_00005000-RA		
OG0014846	ACEP_00005001-RA		
OG0014847	ACEP_00004995-RA		
OG0014848	ACEP_00004993-RA		
OG0014849	ACEP_00004991-RA		
OG0014850	ACEP_00004992-RA		
OG0014851	ACEP_00004989-RA		
OG0014852	ACEP_00004986-RA		
OG0014853	ACEP_00004984-RA		
OG0014854	ACEP_00004982-RA		
OG0014855	ACEP_00004978-RA		
OG0014856	ACEP_00016264-RA		
OG0014857	ACEP_00016756-RA		
OG0014858	ACEP_00016478-RA		
OG0014859	ACEP_00013122-RA		
OG0014860	ACEP_00013121-RA		
OG0014861	ACEP_00017961-RA		
OG0014862	ACEP_00013120-RA		
OG0014863	ACEP_00013119-RA		
OG0014864	ACEP_00017962-RA		
OG0014865	ACEP_00013116-RA		
OG0014866	ACEP_00013109-RA		
OG0014867	ACEP_00013111-RA		
OG0014868	ACEP_00013104-RA		
OG0014869	ACEP_00013098-RA		
OG0014870	ACEP_00013103-RA		
OG0014871	ACEP_00017963-RA		
OG0014872	ACEP_00013080-RA		
OG0014873	ACEP_00013079-RA		
OG0014874	ACEP_00017964-RA		
OG0014875	ACEP_00013064-RA		
OG0014876	ACEP_00013065-RA		
OG0014877	ACEP_00013066-RA		
OG0014878	ACEP_00013057-RA		
OG0014879	ACEP_00013050-RA		
OG0014880	ACEP_00013048-RA		
OG0014881	ACEP_00013046-RA		
OG0014882	ACEP_00013043-RA		
OG0014883	ACEP_00013040-RA		
OG0014884	ACEP_00013037-RA		
OG0014885	ACEP_00013026-RA		
OG0014886	ACEP_00013020-RA		
OG0014887	ACEP_00013017-RA		
OG0014888	ACEP_00013018-RA		
OG0014889	ACEP_00017965-RA		
OG0014890	ACEP_00017966-RA		
OG0014891	ACEP_00016420-RA		
OG0014892	ACEP_00016893-RA		
OG0014893	ACEP_00016740-RA		
OG0014894	ACEP_00016541-RA		
OG0014895	ACEP_00016398-RA		
OG0014896	ACEP_00016360-RA		
OG0014897	ACEP_00018117-RA		
OG0014898	ACEP_00018118-RA		
OG0014899	ACEP_00012421-RA		
OG0014900	ACEP_00012420-RA		
OG0014901	ACEP_00012414-RA		
OG0014902	ACEP_00012411-RA		
OG0014903	ACEP_00018119-RA		
OG0014904	ACEP_00012412-RA		
OG0014905	ACEP_00012416-RA		
OG0014906	ACEP_00012408-RA		
OG0014907	ACEP_00012405-RA		
OG0014908	ACEP_00012401-RA		
OG0014909	ACEP_00012403-RA		
OG0014910	ACEP_00012399-RA		
OG0014911	ACEP_00012398-RA		
OG0014912	ACEP_00018120-RA		
OG0014913	ACEP_00012392-RA		
OG0014914	ACEP_00012393-RA		
OG0014915	ACEP_00012385-RA		
OG0014916	ACEP_00012387-RA		
OG0014917	ACEP_00012390-RA		
OG0014918	ACEP_00012389-RA		
OG0014919	ACEP_00012383-RA		
OG0014920	ACEP_00012375-RA		
OG0014921	ACEP_00012377-RA		
OG0014922	ACEP_00012374-RA		
OG0014923	ACEP_00012368-RA		
OG0014924	ACEP_00012373-RA		
OG0014925	ACEP_00012370-RA		
OG0014926	ACEP_00012367-RA		
OG0014927	ACEP_00018121-RA		
OG0014928	ACEP_00012366-RA		
OG0014929	ACEP_00012359-RA		
OG0014930	ACEP_00012356-RA		
OG0014931	ACEP_00012352-RA		
OG0014932	ACEP_00012353-RA		
OG0014933	ACEP_00012351-RA		
OG0014934	ACEP_00012349-RA		
OG0014935	ACEP_00012350-RA		
OG0014936	ACEP_00016904-RA		
OG0014937	ACEP_00016309-RA		
OG0014938	ACEP_00016310-RA		
OG0014939	ACEP_00016544-RA		
OG0014940	ACEP_00016296-RA		
OG0014941	ACEP_00012642-RA		
OG0014942	ACEP_00017788-RA		
OG0014943	ACEP_00012641-RA		
OG0014944	ACEP_00012636-RA		
OG0014945	ACEP_00017789-RA		
OG0014946	ACEP_00012633-RA		
OG0014947	ACEP_00012634-RA		
OG0014948	ACEP_00012630-RA		
OG0014949	ACEP_00012627-RA		
OG0014950	ACEP_00012628-RA		
OG0014951	ACEP_00012625-RA		
OG0014952	ACEP_00012602-RA		
OG0014953	ACEP_00012607-RA		
OG0014954	ACEP_00012611-RA		
OG0014955	ACEP_00012610-RA		
OG0014956	ACEP_00012593-RA		
OG0014957	ACEP_00012596-RA		
OG0014958	ACEP_00012565-RA		
OG0014959	ACEP_00012547-RA		
OG0014960	ACEP_00012548-RA		
OG0014961	ACEP_00012523-RA		
OG0014962	ACEP_00012529-RA		
OG0014963	ACEP_00012521-RA		
OG0014964	ACEP_00012528-RA		
OG0014965	ACEP_00012531-RA		
OG0014966	ACEP_00012532-RA		
OG0014967	ACEP_00012507-RA		
OG0014968	ACEP_00012510-RA		
OG0014969	ACEP_00012503-RA		
OG0014970	ACEP_00012497-RA		
OG0014971	ACEP_00012496-RA		
OG0014972	ACEP_00012495-RA		
OG0014973	ACEP_00017798-RA		
OG0014974	ACEP_00016513-RA		
OG0014975	ACEP_00016768-RA		
OG0014976	ACEP_00016405-RA		
OG0014977	ACEP_00016736-RA		
OG0014978	ACEP_00004633-RA		
OG0014979	ACEP_00004635-RA		
OG0014980	ACEP_00017261-RA		
OG0014981	ACEP_00004638-RA		
OG0014982	ACEP_00004615-RA		
OG0014983	ACEP_00004624-RA		
OG0014984	ACEP_00004618-RA		
OG0014985	ACEP_00004627-RA		
OG0014986	ACEP_00004626-RA		
OG0014987	ACEP_00004610-RA		
OG0014988	ACEP_00004604-RA		
OG0014989	ACEP_00004599-RA		
OG0014990	ACEP_00004603-RA		
OG0014991	ACEP_00004602-RA		
OG0014992	ACEP_00004593-RA		
OG0014993	ACEP_00004595-RA		
OG0014994	ACEP_00017262-RA		
OG0014995	ACEP_00004583-RA		
OG0014996	ACEP_00004581-RA		
OG0014997	ACEP_00004565-RA		
OG0014998	ACEP_00004553-RA		
OG0014999	ACEP_00017264-RA		
OG0015000	ACEP_00004556-RA		
OG0015001	ACEP_00004547-RA		
OG0015002	ACEP_00004546-RA		
OG0015003	ACEP_00004540-RA		
OG0015004	ACEP_00004537-RA		
OG0015005	ACEP_00017266-RA		
OG0015006	ACEP_00004533-RA		
OG0015007	ACEP_00004534-RA		
OG0015008	ACEP_00004535-RA		
OG0015009	ACEP_00004529-RA		
OG0015010	ACEP_00004530-RA		
OG0015011	ACEP_00004531-RA		
OG0015012	ACEP_00004532-RA		
OG0015013	ACEP_00017267-RA		
OG0015014	ACEP_00017268-RA		
OG0015015	ACEP_00017269-RA		
OG0015016	ACEP_00004525-RA		
OG0015017	ACEP_00004524-RA		
OG0015018	ACEP_00004520-RA		
OG0015019	ACEP_00004516-RA		
OG0015020	ACEP_00004515-RA		
OG0015021	ACEP_00004517-RA		
OG0015022	ACEP_00004493-RA		
OG0015023	ACEP_00004497-RA		
OG0015024	ACEP_00017272-RA		
OG0015025	ACEP_00004478-RA		
OG0015026	ACEP_00004481-RA		
OG0015027	ACEP_00004487-RA		
OG0015028	ACEP_00004461-RA		
OG0015029	ACEP_00004457-RA		
OG0015030	ACEP_00004456-RA		
OG0015031	ACEP_00017274-RA		
OG0015032	ACEP_00017275-RA		
OG0015033	ACEP_00004438-RA		
OG0015034	ACEP_00004436-RA		
OG0015035	ACEP_00004430-RA		
OG0015036	ACEP_00004435-RA		
OG0015037	ACEP_00017277-RA		
OG0015038	ACEP_00004428-RA		
OG0015039	ACEP_00004425-RA		
OG0015040	ACEP_00004427-RA		
OG0015041	ACEP_00017278-RA		
OG0015042	ACEP_00004421-RA		
OG0015043	ACEP_00004423-RA		
OG0015044	ACEP_00004422-RA		
OG0015045	ACEP_00004424-RA		
OG0015046	ACEP_00017280-RA		
OG0015047	ACEP_00017281-RA		
OG0015048	ACEP_00004416-RA		
OG0015049	ACEP_00017282-RA		
OG0015050	ACEP_00004389-RA		
OG0015051	ACEP_00004393-RA		
OG0015052	ACEP_00004377-RA		
OG0015053	ACEP_00004370-RA		
OG0015054	ACEP_00004374-RA		
OG0015055	ACEP_00004375-RA		
OG0015056	ACEP_00004369-RA		
OG0015057	ACEP_00004359-RA		
OG0015058	ACEP_00017283-RA		
OG0015059	ACEP_00004357-RA		
OG0015060	ACEP_00004350-RA		
OG0015061	ACEP_00004351-RA		
OG0015062	ACEP_00004363-RA		
OG0015063	ACEP_00004338-RA		
OG0015064	ACEP_00004334-RA		
OG0015065	ACEP_00004326-RA		
OG0015066	ACEP_00004330-RA		
OG0015067	ACEP_00017287-RA		
OG0015068	ACEP_00017288-RA		
OG0015069	ACEP_00004319-RA		
OG0015070	ACEP_00017289-RA		
OG0015071	ACEP_00004320-RA		
OG0015072	ACEP_00004315-RA		
OG0015073	ACEP_00004314-RA		
OG0015074	ACEP_00017290-RA		
OG0015075	ACEP_00004312-RA		
OG0015076	ACEP_00017291-RA		
OG0015077	ACEP_00017292-RA		
OG0015078	ACEP_00004304-RA		
OG0015079	ACEP_00004301-RA		
OG0015080	ACEP_00004299-RA		
OG0015081	ACEP_00017294-RA		
OG0015082	ACEP_00004291-RA		
OG0015083	ACEP_00004292-RA		
OG0015084	ACEP_00004289-RA		
OG0015085	ACEP_00004290-RA		
OG0015086	ACEP_00004286-RA		
OG0015087	ACEP_00004287-RA		
OG0015088	ACEP_00017297-RA		
OG0015089	ACEP_00017296-RA		
OG0015090	ACEP_00017299-RA		
OG0015091	ACEP_00004281-RA		
OG0015092	ACEP_00004279-RA		
OG0015093	ACEP_00004277-RA		
OG0015094	ACEP_00004276-RA		
OG0015095	ACEP_00004266-RA		
OG0015096	ACEP_00004265-RA		
OG0015097	ACEP_00004264-RA		
OG0015098	ACEP_00004260-RA		
OG0015099	ACEP_00017300-RA		
OG0015100	ACEP_00004255-RA		
OG0015101	ACEP_00017301-RA		
OG0015102	ACEP_00004253-RA		
OG0015103	ACEP_00004252-RA		
OG0015104	ACEP_00004242-RA		
OG0015105	ACEP_00004241-RA		
OG0015106	ACEP_00004247-RA		
OG0015107	ACEP_00004246-RA		
OG0015108	ACEP_00016466-RA		
OG0015109	ACEP_00016925-RA		
OG0015110	ACEP_00016878-RA		
OG0015111	ACEP_00016747-RA		
OG0015112	ACEP_00000803-RA		
OG0015113	ACEP_00000800-RA		
OG0015114	ACEP_00000802-RA		
OG0015115	ACEP_00000799-RA		
OG0015116	ACEP_00000797-RA		
OG0015117	ACEP_00000804-RA		
OG0015118	ACEP_00000808-RA		
OG0015119	ACEP_00000801-RA		
OG0015120	ACEP_00000785-RA		
OG0015121	ACEP_00000796-RA		
OG0015122	ACEP_00000795-RA		
OG0015123	ACEP_00000782-RC		
OG0015124	ACEP_00000766-RA		
OG0015125	ACEP_00000771-RA		
OG0015126	ACEP_00000774-RA		
OG0015127	ACEP_00000764-RA		
OG0015128	ACEP_00016943-RA		
OG0015129	ACEP_00000760-RA		
OG0015130	ACEP_00000755-RA		
OG0015131	ACEP_00000756-RA		
OG0015132	ACEP_00000750-RA		
OG0015133	ACEP_00016944-RA		
OG0015134	ACEP_00000721-RA		
OG0015135	ACEP_00000719-RA		
OG0015136	ACEP_00000725-RA		
OG0015137	ACEP_00000717-RA		
OG0015138	ACEP_00000701-RA		
OG0015139	ACEP_00000700-RA		
OG0015140	ACEP_00000702-RA		
OG0015141	ACEP_00000699-RA		
OG0015142	ACEP_00000695-RA		
OG0015143	ACEP_00000697-RA		
OG0015144	ACEP_00000696-RA		
OG0015145	ACEP_00000679-RA		
OG0015146	ACEP_00016946-RA		
OG0015147	ACEP_00000668-RA		
OG0015148	ACEP_00000660-RA		
OG0015149	ACEP_00000644-RA		
OG0015150	ACEP_00000636-RA		
OG0015151	ACEP_00000635-RA		
OG0015152	ACEP_00000623-RA		
OG0015153	ACEP_00000627-RA		
OG0015154	ACEP_00016947-RA		
OG0015155	ACEP_00000611-RA		
OG0015156	ACEP_00000610-RA		
OG0015157	ACEP_00016948-RA		
OG0015158	ACEP_00000604-RA		
OG0015159	ACEP_00016949-RA		
OG0015160	ACEP_00016953-RA		
OG0015161	ACEP_00016952-RA		
OG0015162	ACEP_00000587-RA		
OG0015163	ACEP_00016954-RA		
OG0015164	ACEP_00016955-RA		
OG0015165	ACEP_00000569-RA		
OG0015166	ACEP_00000550-RA		
OG0015167	ACEP_00000549-RA		
OG0015168	ACEP_00000558-RA		
OG0015169	ACEP_00000538-RA		
OG0015170	ACEP_00000544-RA		
OG0015171	ACEP_00000539-RA		
OG0015172	ACEP_00000543-RA		
OG0015173	ACEP_00016956-RA		
OG0015174	ACEP_00000536-RA		
OG0015175	ACEP_00000525-RA		
OG0015176	ACEP_00000524-RA		
OG0015177	ACEP_00000522-RA		
OG0015178	ACEP_00000523-RA		
OG0015179	ACEP_00000521-RA		
OG0015180	ACEP_00016958-RA		
OG0015181	ACEP_00016957-RA		
OG0015182	ACEP_00000518-RA		
OG0015183	ACEP_00000515-RA		
OG0015184	ACEP_00000517-RA		
OG0015185	ACEP_00000513-RA		
OG0015186	ACEP_00000519-RA		
OG0015187	ACEP_00000496-RA		
OG0015188	ACEP_00000497-RA		
OG0015189	ACEP_00000488-RA		
OG0015190	ACEP_00000483-RA		
OG0015191	ACEP_00000485-RA		
OG0015192	ACEP_00016974-RA		
OG0015193	ACEP_00016975-RA		
OG0015194	ACEP_00016976-RA		
OG0015195	ACEP_00000469-RA		
OG0015196	ACEP_00000466-RA		
OG0015197	ACEP_00016977-RA		
OG0015198	ACEP_00000464-RA		
OG0015199	ACEP_00016978-RA		
OG0015200	ACEP_00016979-RA		
OG0015201	ACEP_00000453-RA		
OG0015202	ACEP_00016980-RA		
OG0015203	ACEP_00016982-RA		
OG0015204	ACEP_00016984-RA		
OG0015205	ACEP_00000443-RA		
OG0015206	ACEP_00016981-RA		
OG0015207	ACEP_00000442-RA		
OG0015208	ACEP_00000440-RA		
OG0015209	ACEP_00000438-RA		
OG0015210	ACEP_00000425-RA		
OG0015211	ACEP_00000427-RA		
OG0015212	ACEP_00000426-RA		
OG0015213	ACEP_00000411-RA		
OG0015214	ACEP_00000406-RA		
OG0015215	ACEP_00000402-RA		
OG0015216	ACEP_00016987-RA		
OG0015217	ACEP_00000397-RA		
OG0015218	ACEP_00000394-RA		
OG0015219	ACEP_00000395-RA		
OG0015220	ACEP_00000399-RA		
OG0015221	ACEP_00000389-RA		
OG0015222	ACEP_00000390-RA		
OG0015223	ACEP_00000377-RA		
OG0015224	ACEP_00000376-RA		
OG0015225	ACEP_00000361-RA		
OG0015226	ACEP_00000355-RA		
OG0015227	ACEP_00000357-RA		
OG0015228	ACEP_00016991-RA		
OG0015229	ACEP_00000354-RA		
OG0015230	ACEP_00000347-RA		
OG0015231	ACEP_00016992-RA		
OG0015232	ACEP_00000352-RA		
OG0015233	ACEP_00000353-RA		
OG0015234	ACEP_00016993-RA		
OG0015235	ACEP_00016994-RA		
OG0015236	ACEP_00000343-RA		
