Orthogroup	acep_annotation	lhum_annotation	pbar_annotation
OG0001180	ACEP_00001492-RA, ACEP_00001493-RA	LHUM_18350-RA	PBAR_15400-RA
OG0001181	ACEP_00001483-RA	LHUM_14625-RA	PBAR_15412-RA, PBAR_ar_maelstrom-1
OG0001182	ACEP_00001450-RA	LHUM_18703-RA	PBAR_15442-RA, PBAR_15443-RA
OG0001183	ACEP_00001447-RA	LHUM_19856-RA, LHUM_25745-RA	PBAR_15441-RA
OG0001184	ACEP_00001445-RA, ACEP_00003772-RA	LHUM_22184-RA	PBAR_15438-RA
OG0001185	ACEP_00001412-RA, ACEP_00001413-RA	LHUM_19738-RA	PBAR_12051-RA
OG0001186	ACEP_00001318-RA	LHUM_19910-RA, LHUM_22031-RA	PBAR_12278-RA
OG0001187	ACEP_00001267-RA	LHUM_22367-RA	PBAR_17279-RA, PBAR_17282-RA
OG0001188	ACEP_00001234-RA, ACEP_00001235-RA	LHUM_20502-RA	PBAR_20314-RA
OG0001189	ACEP_00001218-RA, ACEP_00017032-RA	LHUM_20486-RA	PBAR_20336-RA
OG0001190	ACEP_00001216-RA	LHUM_25875-RA, LHUM_25878-RA	PBAR_20333-RA
OG0001191	ACEP_00001205-RA	LHUM_11748-RA, LHUM_20480-RA	PBAR_20338-RA
OG0001192	ACEP_00000221-RA, ACEP_00001194-RA	LHUM_20471-RA	PBAR_23424-RA
OG0001193	ACEP_00000217-RA, ACEP_00001197-RA	LHUM_12608-RA	PBAR_11758-RA
OG0001194	ACEP_00001198-RA	LHUM_12610-RA	PBAR_11757-RA, PBAR_26813-RA
OG0001195	ACEP_00001173-RA	LHUM_24655-RA, LHUM_24661-RA	PBAR_19014-RA
OG0001196	ACEP_00001108-RA	LHUM_22732-RA, LHUM_22736-RA	PBAR_19039-RA
OG0001197	ACEP_00001076-RA, ACEP_00006916-RA	LHUM_18691-RA	PBAR_15212-RA
OG0001198	ACEP_00001039-RA	LHUM_19011-RA	PBAR_10078-RA, PBAR_13522-RA
OG0001199	ACEP_00001031-RA, ACEP_00001032-RA	LHUM_11691-RA	PBAR_15534-RA
OG0001200	ACEP_00001027-RA	LHUM_12677-RA	PBAR_15544-RA, PBAR_15546-RA
OG0001201	ACEP_00001014-RA	LHUM_18997-RA	PBAR_13885-RA, PBAR_13886-RA
OG0001202	ACEP_00000996-RA, ACEP_00001588-RA, ACEP_00012364-RA, ACEP_00014584-RA		
OG0001203	ACEP_00000988-RA	LHUM_19038-RA, LHUM_19041-RA	PBAR_21978-RA
OG0001204	ACEP_00000944-RA, ACEP_00014583-RA	LHUM_20385-RA	PBAR_14610-RA
OG0001205	ACEP_00000903-RA	LHUM_16934-RA	PBAR_20640-RA, PBAR_23535-RA
OG0001206	ACEP_00000871-RA, ACEP_00000872-RA	LHUM_10922-RA	PBAR_21742-RA
OG0001207	ACEP_00000850-RA	LHUM_10162-RA, LHUM_12549-RA, LHUM_13457-RA	
OG0001208	ACEP_00000845-RA	LHUM_12559-RA, LHUM_12563-RA, LHUM_13694-RA	
OG0001209	ACEP_00000816-RA, ACEP_00012380-RA	LHUM_17056-RA	PBAR_23812-RA
OG0001210	ACEP_00001579-RA, ACEP_00011785-RA	LHUM_22643-RA	PBAR_14019-RA
OG0001211	ACEP_00011767-RA	LHUM_16521-RA, LHUM_22655-RA	PBAR_17692-RA
OG0001212	ACEP_00011707-RA	LHUM_10479-RA, LHUM_18048-RA	PBAR_17724-RA
OG0001213	ACEP_00014829-RA	LHUM_17636-RA, LHUM_17639-RA	PBAR_17542-RA
OG0001214	ACEP_00014832-RA	LHUM_17627-RA, LHUM_17629-RA	PBAR_17547-RA
OG0001215	ACEP_00014788-RA	LHUM_17671-RA, LHUM_17672-RA	PBAR_13416-RA
OG0001216	ACEP_00016413-RA	LHUM_10359-RA, LHUM_um_CG8630_d-RA, LHUM_um_desat_frag5-RA	
OG0001217	ACEP_00003678-RA, ACEP_00018202-RA	LHUM_24923-RA	PBAR_21445-RA
OG0001218	ACEP_00013878-RA, ACEP_00016457-RA	LHUM_15900-RA	PBAR_18960-RA
OG0001219	ACEP_00011025-RA	LHUM_15211-RA	PBAR_20515-RA, PBAR_20519-RA
OG0001220	ACEP_00010983-RA, ACEP_00010992-RA	LHUM_20308-RA	PBAR_ar_RpS13-1
OG0001221	ACEP_00000633-RA, ACEP_00010984-RA	LHUM_20300-RA	PBAR_23268-RA
OG0001222	ACEP_00010978-RA	LHUM_12166-RA, LHUM_12167-RA	PBAR_23273-RA
OG0001223	ACEP_00010986-RA	LHUM_20309-RA	PBAR_16999-RA, PBAR_23265-RA
OG0001224	ACEP_00010973-RA	LHUM_12171-RA	PBAR_10034-RA, PBAR_23280-RA
OG0001225	ACEP_00010956-RA	LHUM_14350-RA	PBAR_23299-RA, PBAR_23300-RA
OG0001226	ACEP_00010926-RA, ACEP_00010927-RA	LHUM_20025-RA	PBAR_23327-RA
OG0001227	ACEP_00010932-RA	LHUM_12205-RA, LHUM_12215-RA	PBAR_23331-RA
OG0001228	ACEP_00010916-RA	LHUM_18466-RA, LHUM_18467-RA	PBAR_23337-RA
OG0001229	ACEP_00010925-RA, ACEP_00017839-RA	LHUM_18019-RA	PBAR_22751-RA
OG0001230	ACEP_00010900-RA	LHUM_11132-RA, LHUM_14287-RA	PBAR_20279-RA
OG0001231	ACEP_00010886-RA	LHUM_14311-RA, LHUM_14313-RA	PBAR_20268-RA
OG0001232	ACEP_00010880-RA	LHUM_17573-RA	PBAR_20265-RA, PBAR_20267-RA
OG0001233	ACEP_00010845-RA	LHUM_17610-RA, LHUM_17611-RA	PBAR_20218-RA
OG0001234	ACEP_00010822-RA, ACEP_00011850-RA	LHUM_12239-RA	PBAR_20204-RA
OG0001235	ACEP_00010780-RA, ACEP_00010782-RA	LHUM_12174-RA	PBAR_16395-RA
OG0001236	ACEP_00010771-RA, ACEP_00012170-RA	LHUM_12180-RA	PBAR_16394-RA
OG0001237	ACEP_00001772-RA, ACEP_00017512-RA	LHUM_15456-RA	PBAR_25561-RA
OG0001238	ACEP_00010722-RA, ACEP_00010723-RA	LHUM_11326-RA	PBAR_20467-RA
OG0001239	ACEP_00010714-RA	LHUM_19297-RA, LHUM_22724-RA	PBAR_24131-RA
OG0001240	ACEP_00010712-RA	LHUM_21479-RA	PBAR_13248-RA, PBAR_16482-RA
OG0001241	ACEP_00010713-RA	LHUM_21470-RA	PBAR_ar_RpLP0_a-1, PBAR_ar_RpLP0_b-1
OG0001242	ACEP_00011143-RA, ACEP_00016658-RA	LHUM_18520-RA	PBAR_18692-RA
OG0001243	ACEP_00009609-RA, ACEP_00009623-RA	LHUM_22333-RA	PBAR_22888-RA
OG0001244	ACEP_00009561-RA, ACEP_00009562-RA	LHUM_16147-RA	PBAR_20026-RA
OG0001245	ACEP_00009509-RA	LHUM_12017-RA	PBAR_12103-RA, PBAR_12104-RA
OG0001246	ACEP_00001941-RA, ACEP_00009490-RA	LHUM_17232-RA	PBAR_21132-RA
OG0001247	ACEP_00009438-RA	LHUM_20285-RA, LHUM_24624-RA	PBAR_23711-RA
OG0001248	ACEP_00009401-RA	LHUM_20194-RA, LHUM_25750-RA	PBAR_23682-RA
OG0001249	ACEP_00003458-RA, ACEP_00009397-RA	LHUM_20189-RA	PBAR_23674-RA
OG0001250	ACEP_00009391-RA	LHUM_10438-RA, LHUM_11200-RA	PBAR_15490-RA
OG0001251	ACEP_00003334-RA, ACEP_00009382-RA	LHUM_21318-RA	PBAR_19935-RA
OG0001252	ACEP_00012407-RA, ACEP_00015710-RA	LHUM_16643-RA	PBAR_15754-RA
OG0001253	ACEP_00018146-RA	LHUM_14217-RA, LHUM_14217-RB	PBAR_26557-RA
OG0001254	ACEP_00015696-RA	LHUM_15992-RA	PBAR_15733-RA, PBAR_15738-RA
OG0001255	ACEP_00015682-RA	LHUM_10480-RA, LHUM_12414-RB, LHUM_13889-RA	
OG0001256	ACEP_00011978-RA	LHUM_16165-RA	PBAR_15459-RA, PBAR_17023-RA
OG0001257	ACEP_00011944-RA	LHUM_13274-RA	PBAR_22766-RA, PBAR_22768-RA
OG0001258	ACEP_00011908-RA, ACEP_00011909-RA	LHUM_17996-RA	PBAR_ar_Serpin-5-1
OG0001259	ACEP_00011911-RA	LHUM_17999-RA	PBAR_10775-RA, PBAR_23291-RA
OG0001260	ACEP_00011892-RA, ACEP_00011893-RA	LHUM_13265-RA	CG_02549542
OG0001261	ACEP_00011849-RA		PBAR_13845-RA, PBAR_18806-RA, PBAR_26200-RA
OG0001262	ACEP_00013243-RA	LHUM_11345-RA	PBAR_13326-RA, PBAR_19163-RA
OG0001263	ACEP_00017945-RA, ACEP_00018059-RA	LHUM_25781-RA	PBAR_26280-RA
OG0001264	ACEP_00013175-RA, ACEP_00016386-RA	LHUM_11766-RA	PBAR_12766-RA
OG0001265	ACEP_00013154-RA	LHUM_11208-RA	PBAR_15376-RA, PBAR_15377-RA
OG0001266	ACEP_00016571-RA, ACEP_00016572-RA	LHUM_21472-RA	PBAR_12848-RA
OG0001267	ACEP_00003151-RA, ACEP_00016569-RA	LHUM_15003-RA	PBAR_19255-RA
OG0001268	ACEP_00003750-RA	LHUM_15942-RA, LHUM_15956-RA	PBAR_18157-RA
OG0001269	ACEP_00003717-RA, ACEP_00009687-RA	LHUM_16805-RA	PBAR_ar_RpL14-1
OG0001270	ACEP_00000013-RA, ACEP_00003654-RA	LHUM_16863-RA	PBAR_23620-RA
OG0001271	ACEP_00003635-RA	LHUM_24953-RA	PBAR_21475-RA, PBAR_21479-RA
OG0001272	ACEP_00003558-RA, ACEP_00016328-RA	LHUM_11172-RA	PBAR_14554-RA
OG0001273	ACEP_00003531-RA, ACEP_00015975-RA	LHUM_12675-RA	PBAR_16173-RA
OG0001274	ACEP_00005838-RA, ACEP_00009667-RA, ACEP_00011574-RA, ACEP_00014347-RA		
OG0001275	ACEP_00006399-RA, ACEP_00011555-RA	LHUM_21085-RA	PBAR_13058-RA
OG0001276	ACEP_00010027-RA	LHUM_12139-RA	PBAR_10486-RA, PBAR_14597-RA
OG0001277	ACEP_00010000-RA	LHUM_15239-RA, LHUM_24559-RA	PBAR_13366-RA
OG0001278	ACEP_00009995-RA, ACEP_00009996-RA	LHUM_10070-RA	PBAR_13382-RA
OG0001279	ACEP_00009987-RA	LHUM_23049-RA	PBAR_13385-RA, PBAR_13385-RB
OG0001280	ACEP_00009970-RA	LHUM_23035-RA, LHUM_23036-RA	PBAR_13394-RA
OG0001281	ACEP_00009968-RA	LHUM_21058-RA, LHUM_23030-RA	PBAR_13388-RA
OG0001282	ACEP_00009912-RA, ACEP_00009913-RA	LHUM_23073-RA	PBAR_24878-RA
OG0001283	ACEP_00009899-RA, ACEP_00009904-RA	LHUM_23093-RA	PBAR_18478-RA
OG0001284	ACEP_00009872-RA, ACEP_00009876-RA, ACEP_00009877-RA	LHUM_18538-RA	
OG0001285	ACEP_00009857-RA	LHUM_18545-RA	PBAR_ar_PDK1-RA, PBAR_ar_PDK1-RB
OG0001286	ACEP_00009835-RA	LHUM_20089-RA, LHUM_20156-RA	PBAR_21885-RA
OG0001287	ACEP_00009804-RA	LHUM_12025-RA	CG_02547645, maker-pbar_scf7180000350228-augustus-gene-1.3-mRNA-1
OG0001288	ACEP_00016150-RA, ACEP_00016151-RA	LHUM_10112-RA	PBAR_14826-RA
OG0001289	ACEP_00016128-RA	LHUM_12054-RA	PBAR_10607-RA, PBAR_21125-RA
OG0001290	ACEP_00016129-RA, ACEP_00016733-RA	LHUM_12053-RA	PBAR_11428-RA
OG0001291	ACEP_00018025-RA	LHUM_13403-RA	PBAR_25082-RA, PBAR_27116-RA
OG0001292	ACEP_00012480-RA, ACEP_00012482-RA	LHUM_13397-RA	PBAR_25077-RA
OG0001293	ACEP_00012479-RA	LHUM_12285-RA, LHUM_12286-RA	PBAR_25078-RA
OG0001294	ACEP_00012469-RA, ACEP_00012470-RA	LHUM_17832-RA	PBAR_25063-RA
OG0001295	ACEP_00012444-RA, ACEP_00014155-RA	LHUM_19360-RA	PBAR_25038-RA
OG0001296	ACEP_00014872-RA	LHUM_12284-RA, LHUM_14787-RA, LHUM_22338-RA	
OG0001297	ACEP_00014870-RA	LHUM_13934-RA, LHUM_22352-RA	PBAR_19590-RA
OG0001298	ACEP_00005836-RA, ACEP_00014858-RA	LHUM_22322-RA	PBAR_19603-RA
OG0001299	ACEP_00014855-RA	LHUM_21503-RA, LHUM_22325-RA	PBAR_19605-RA
OG0001300	ACEP_00016705-RA	LHUM_15665-RA, LHUM_22969-RA	PBAR_12445-RA
OG0001301	ACEP_00014490-RA	LHUM_23527-RA, LHUM_23531-RA	PBAR_24262-RA
OG0001302	ACEP_00014484-RA	LHUM_23524-RA	PBAR_24268-RA, PBAR_24268-RB
OG0001303	ACEP_00014478-RA, ACEP_00014482-RA	LHUM_20195-RA	PBAR_24254-RA
OG0001304	ACEP_00010128-RA, ACEP_00016696-RA	LHUM_12330-RA	PBAR_10462-RA
OG0001305	ACEP_00014653-RA	LHUM_15298-RA	PBAR_12742-RA, PBAR_12743-RA
OG0001306	ACEP_00014655-RA, ACEP_00014656-RA	LHUM_15293-RA	PBAR_12746-RA
OG0001307	ACEP_00014626-RA	LHUM_22531-RA, LHUM_24724-RA, LHUM_24726-RA	
OG0001308	ACEP_00015861-RA	LHUM_17743-RA, LHUM_17744-RA	PBAR_25233-RA
OG0001309	ACEP_00015855-RA	LHUM_17748-RA	PBAR_25238-RA, PBAR_25239-RA
OG0001310	ACEP_00001983-RA, ACEP_00015892-RA	LHUM_19216-RA	PBAR_15698-RA
OG0001311	ACEP_00015889-RA	LHUM_20954-RA	PBAR_15511-RA, PBAR_23907-RA
OG0001312	ACEP_00015885-RA	LHUM_12645-RA, LHUM_12661-RA	PBAR_15539-RA
OG0001313	ACEP_00003889-RA, ACEP_00015866-RA	LHUM_21986-RA	PBAR_13919-RA
OG0001314	ACEP_00015870-RA	LHUM_18231-RA	PBAR_12533-RA, PBAR_24700-RA
OG0001315	ACEP_00000810-RA, ACEP_00008031-RA	LHUM_19944-RA	PBAR_25700-RA
OG0001316	ACEP_00008009-RA	LHUM_12717-RA, LHUM_16847-RA	PBAR_12654-RA
OG0001317	ACEP_00007998-RA	LHUM_12735-RA, LHUM_12736-RA	PBAR_12641-RA
OG0001318	ACEP_00007908-RA, ACEP_00012259-RA	LHUM_13749-RA	PBAR_25578-RA
OG0001319	ACEP_00007903-RA	LHUM_10043-RA, LHUM_11809-RA	PBAR_24084-RA
OG0001320	ACEP_00007905-RA	LHUM_10042-RA, LHUM_11810-RA	PBAR_24083-RA
OG0001321	ACEP_00007861-RA	LHUM_16244-RA, LHUM_19477-RA	PBAR_20168-RA
OG0001322	ACEP_00007802-RA, ACEP_00007833-RA	LHUM_24222-RA	PBAR_11826-RA
OG0001323	ACEP_00007825-RA	LHUM_24253-RA, LHUM_24257-RA	PBAR_20122-RA
OG0001324	ACEP_00007813-RA	LHUM_24233-RA, LHUM_24240-RA	PBAR_20113-RA
OG0001325	ACEP_00007781-RA, ACEP_00012384-RA	LHUM_18860-RA	PBAR_11831-RA
OG0001326	ACEP_00007783-RA	LHUM_18857-RA	PBAR_11840-RA, PBAR_11843-RA
OG0001327	ACEP_00007752-RA, ACEP_00007773-RA	LHUM_18865-RA	PBAR_11852-RA
OG0001328	ACEP_00007734-RA	LHUM_18894-RA, LHUM_18894-RB	PBAR_ar_Cyt_b5_r_desat-1
OG0001329	ACEP_00007716-RA, ACEP_00007717-RA	LHUM_18904-RA	PBAR_ar_CLIP2-RA
OG0001330	ACEP_00018014-RA	LHUM_25871-RA	PBAR_16627-RA, PBAR_26600-RA
OG0001331	ACEP_00004160-RA, ACEP_00016353-RA	LHUM_11631-RA	PBAR_19722-RA
OG0001332	ACEP_00018075-RA, ACEP_00018081-RA	LHUM_25837-RA	PBAR_26886-RA
OG0001333	ACEP_00014446-RA	LHUM_20241-RA	PBAR_21261-RA, PBAR_21607-RA
OG0001334	ACEP_00018087-RA		PBAR_26282-RA, PBAR_26901-RA, PBAR_26908-RA
OG0001335	ACEP_00018083-RA, ACEP_00018092-RA	LHUM_25821-RA	PBAR_26902-RA
OG0001336	ACEP_00018086-RA, ACEP_00018094-RA		PBAR_26893-RA, PBAR_26909-RA
OG0001337	ACEP_00014435-RA, ACEP_00014439-RA	LHUM_20251-RA	PBAR_26914-RA
OG0001338	ACEP_00018093-RA	LHUM_25820-RA	PBAR_26890-RA, PBAR_26900-RA
OG0001339	ACEP_00018088-RA	LHUM_25825-RA, LHUM_25864-RA	PBAR_26907-RA
OG0001340	ACEP_00004402-RA, ACEP_00018102-RA	LHUM_22886-RA	PBAR_23885-RA
OG0001341	ACEP_00014395-RA, ACEP_00014396-RA	LHUM_12929-RA	PBAR_21143-RA
OG0001342	ACEP_00014540-RA, ACEP_00014541-RA	LHUM_20392-RA	PBAR_18290-RA
OG0001343	ACEP_00014530-RA	LHUM_19285-RA	PBAR_18351-RA, PBAR_26224-RA
OG0001344	ACEP_00016343-RA	LHUM_16524-RA	PBAR_22853-RA, PBAR_22856-RA
OG0001345	ACEP_00005921-RA	LHUM_23543-RA, LHUM_23544-RA	PBAR_21977-RA
OG0001346	ACEP_00005902-RA	LHUM_16958-RA	PBAR_11362-RA, PBAR_15914-RA
OG0001347	ACEP_00005843-RA	LHUM_10665-RA, LHUM_13921-RA	PBAR_10741-RA
OG0001348	ACEP_00005749-RA	LHUM_23802-RA, LHUM_23805-RA	PBAR_14496-RA
OG0001349	ACEP_00005739-RA	LHUM_13941-RA, LHUM_23811-RA	PBAR_24195-RA
OG0001350	ACEP_00005730-RA, ACEP_00017585-RA	LHUM_23819-RA	PBAR_10269-RA
OG0001351	ACEP_00005729-RA	LHUM_24957-RA	PBAR_23147-RA, PBAR_ar_nAChRa1-RA
OG0001352	ACEP_00005699-RA	LHUM_12409-RA, LHUM_12412-RA	PBAR_17179-RA
OG0001353	ACEP_00005638-RA	LHUM_23205-RA, LHUM_23870-RA	PBAR_22238-RA
OG0001354	ACEP_04573039-RA	LHUM_15943-RA, LHUM_15963-RA	PBAR_ar_Uqcrc2_like-1
OG0001355	ACEP_00015005-RA	LHUM_15972-RA	PBAR_18985-RA, PBAR_18985-RB
OG0001356	ACEP_00014989-RA	LHUM_24712-RA	PBAR_11206-RA, PBAR_11206-RB
OG0001357	ACEP_00014976-RA	LHUM_17737-RA, LHUM_25981-RA	PBAR_22455-RA
OG0001358	ACEP_00014923-RA	LHUM_15288-RA	PBAR_23141-RA, PBAR_23143-RA
OG0001359	ACEP_00014908-RA	LHUM_10547-RA, LHUM_14094-RA, LHUM_19108-RA	
OG0001360	ACEP_00007707-RA	LHUM_14167-RA	PBAR_10543-RA, PBAR_22133-RA
OG0001361	ACEP_00007703-RA	LHUM_14154-RA	PBAR_10864-RA, PBAR_22134-RA
OG0001362	ACEP_00007701-RA, ACEP_00016519-RA	LHUM_14153-RB	PBAR_22142-RA
OG0001363	ACEP_00007676-RA	LHUM_um_serrate-RA	PBAR_10585-RA, PBAR_ar_serrate-RA
OG0001364	ACEP_00007606-RA	LHUM_16017-RA	PBAR_12449-RA, PBAR_12449-RB
OG0001365	ACEP_00007604-RA	LHUM_14675-RA, LHUM_14798-RA	PBAR_12451-RA
OG0001366	ACEP_00006723-RA, ACEP_00007595-RA	LHUM_13224-RA	PBAR_16012-RA
OG0001367	ACEP_00006488-RA, ACEP_00007552-RA	LHUM_10018-RA	PBAR_18494-RA
OG0001368	ACEP_00002781-RA, ACEP_00007537-RA	LHUM_25016-RA	PBAR_21712-RA
OG0001369	ACEP_00007539-RA	LHUM_11921-RA, LHUM_12759-RA	PBAR_18500-RA
OG0001370	ACEP_00007540-RA	LHUM_10668-RA, LHUM_11935-RA	PBAR_18509-RA
OG0001371	ACEP_00007517-RA	LHUM_10708-RA, LHUM_11910-RA	PBAR_18534-RA
OG0001372	ACEP_00007506-RA	LHUM_11901-RA	PBAR_10315-RA, PBAR_17877-RA
OG0001373	ACEP_00007478-RA	LHUM_19558-RA, LHUM_19560-RA	PBAR_17899-RA
OG0001374	ACEP_00007449-RA	LHUM_19581-RA	PBAR_18986-RA, PBAR_24355-RA
OG0001375	ACEP_00007410-RA, ACEP_00007411-RA	LHUM_24766-RA	PBAR_24407-RA
OG0001376	ACEP_00007385-RA, ACEP_00007386-RA	LHUM_24748-RA	PBAR_24428-RA
OG0001377	ACEP_00007355-RA	LHUM_24722-RA, LHUM_25255-RA	PBAR_24455-RA
OG0001378	ACEP_00011216-RA	LHUM_17193-RA	PBAR_21084-RA, PBAR_21131-RA
OG0001379	ACEP_00011161-RA, ACEP_00011163-RA	LHUM_17260-RA	PBAR_11092-RA
OG0001380	ACEP_00011150-RA, ACEP_00011153-RA	LHUM_17266-RA	PBAR_20983-RA
OG0001381	ACEP_00011148-RA	LHUM_17197-RA, LHUM_17276-RA	PBAR_20981-RA
OG0001382	ACEP_00011126-RA, ACEP_00011130-RA	LHUM_18519-RA	PBAR_18697-RA
OG0001383	ACEP_00011097-RA	LHUM_18474-RA, LHUM_25330-RA	PBAR_24152-RA
OG0001384	ACEP_00006905-RA, ACEP_00011054-RA	LHUM_11247-RA	PBAR_21854-RA
OG0001385	ACEP_00011034-RA	LHUM_16775-RA	PBAR_17681-RA, PBAR_17685-RA
OG0001386	ACEP_00013589-RA	LHUM_11411-RA, LHUM_13952-RA	PBAR_21406-RA
OG0001387	ACEP_00013597-RA, ACEP_00013598-RA	LHUM_12538-RA	PBAR_21402-RA
OG0001388	ACEP_00013588-RA	LHUM_11401-RA, LHUM_23359-RA	PBAR_ar_RpS23-1
OG0001389	ACEP_00013579-RA	LHUM_10189-RA, LHUM_10190-RA	PBAR_14623-RA
OG0001390	ACEP_00013569-RA	LHUM_10911-RA	PBAR_13884-RA, PBAR_17145-RA
OG0001391	ACEP_00013525-RA	LHUM_20526-RA	PBAR_21429-RA, PBAR_ar_mol-RB
OG0001392	ACEP_00005514-RA, ACEP_00018214-RA	LHUM_13798-RA	PBAR_24810-RA
OG0001393	ACEP_00015057-RA, ACEP_00016439-RA	LHUM_18990-RA	PBAR_24287-RA
OG0001394	ACEP_00003196-RA	LHUM_23128-RA	PBAR_10581-RA, PBAR_22456-RA
OG0001395	ACEP_00003190-RA, ACEP_00003191-RA	LHUM_23121-RA	PBAR_22462-RA
OG0001396	ACEP_00003169-RA	LHUM_10693-RA	PBAR_ar_Hex-C-1, PBAR_ar_Hex-C-RB
OG0001397	ACEP_00003148-RA, ACEP_00003153-RA, ACEP_00003154-RA, ACEP_00016533-RA		
OG0001398	ACEP_00003098-RA	LHUM_25534-RA	PBAR_19281-RA, PBAR_19282-RA
OG0001399	ACEP_00003084-RA	LHUM_11334-RA, LHUM_14988-RA	PBAR_14026-RA
OG0001400	ACEP_00003053-RA	LHUM_14458-RA, LHUM_14459-RA	PBAR_11533-RA
OG0001401	ACEP_00003049-RA, ACEP_00004384-RA	LHUM_14456-RA	PBAR_11534-RA
OG0001402	ACEP_00002813-RA, ACEP_00003023-RA		PBAR_11557-RA, PBAR_27062-RA
OG0001403	ACEP_00003005-RA	LHUM_11964-RA	PBAR_11586-RA, PBAR_11588-RA
OG0001404	ACEP_00002971-RA	LHUM_25365-RA	PBAR_11769-RA, PBAR_11773-RA
OG0001405	ACEP_00002972-RA	LHUM_11353-RA, LHUM_14445-RA	PBAR_11771-RA
OG0001406	ACEP_00002903-RA	LHUM_13065-RA, LHUM_13080-RA	PBAR_23998-RA
OG0001407	ACEP_00002883-RA	LHUM_14525-RA	PBAR_ar_visgun-like-RA, augustus_masked-pbar_scf7180000349975-abinit-gene-2.58-mRNA-1
OG0001408	ACEP_00002874-RA, ACEP_00012413-RA	LHUM_25168-RA	PBAR_13106-RA
OG0001409	ACEP_00002866-RA	LHUM_25120-RA	PBAR_10428-RA, PBAR_26221-RA
OG0001410	ACEP_00002853-RA	LHUM_12984-RA	PBAR_14290-RA, PBAR_14292-RA
OG0001411	ACEP_00002849-RA	LHUM_12980-RA	PBAR_14288-RA, PBAR_14288-RB
OG0001412	ACEP_00002795-RA	LHUM_25008-RA	PBAR_21720-RA, PBAR_21725-RA
OG0001413	ACEP_00002725-RA	LHUM_14243-RA	PBAR_10260-RA, PBAR_19567-RA
OG0001414	ACEP_00016407-RA	LHUM_19980-RA, LHUM_um_CG8630_b-RA, LHUM_um_desat_frag3-RA	
OG0001415	ACEP_00015163-RA	LHUM_15874-RA, LHUM_15875-RA	PBAR_26297-RA
OG0001416	ACEP_00007000-RA, ACEP_00015125-RA	LHUM_20939-RA	PBAR_13642-RA
OG0001417	ACEP_00001877-RA, ACEP_00015100-RA	LHUM_16589-RA	PBAR_15302-RA
OG0001418	ACEP_00003829-RA, ACEP_00016230-RA	LHUM_21829-RA	PBAR_18884-RA
OG0001419	ACEP_00015512-RA	LHUM_20420-RA	PBAR_24317-RA, PBAR_24321-RA
OG0001420	ACEP_00015482-RA, ACEP_00015483-RA	LHUM_19916-RA	PBAR_12173-RA
OG0001421	ACEP_00004203-RA, ACEP_00015479-RA	LHUM_19907-RA	PBAR_12157-RA
OG0001422	ACEP_00015486-RA	LHUM_19903-RA, LHUM_25811-RA	PBAR_12162-RA
OG0001423	ACEP_00016301-RA, ACEP_00016512-RA	LHUM_22606-RA	PBAR_18251-RA
OG0001424	ACEP_00005605-RA, ACEP_00012147-RA	LHUM_20662-RA	PBAR_20689-RA
OG0001425	ACEP_00012116-RA	LHUM_17190-RA	PBAR_21369-RA, PBAR_21370-RA
OG0001426	ACEP_00017811-RA	LHUM_17171-RA	PBAR_21334-RA, PBAR_21335-RA
OG0001427	ACEP_00012099-RA	LHUM_17175-RA, LHUM_17177-RA	PBAR_21350-RA
OG0001428	ACEP_00012070-RA	LHUM_21801-RA	PBAR_21317-RA, PBAR_21318-RA
OG0001429	ACEP_00012064-RA	LHUM_21796-RA	PBAR_21311-RA, PBAR_21313-RA
OG0001430	ACEP_00012063-RA	LHUM_10023-RA, LHUM_21789-RA	PBAR_21298-RA
OG0001431	ACEP_00012024-RA, ACEP_00017820-RA, ACEP_00018124-RA	LHUM_25809-RA	
OG0001432	ACEP_00012015-RA, ACEP_00012016-RA	LHUM_17196-RA	PBAR_12062-RA
OG0001433	ACEP_00013922-RA	LHUM_17117-RA	PBAR_22369-RA, PBAR_24027-RA
OG0001434	ACEP_00013914-RA	LHUM_17116-RA, LHUM_24549-RA	genemark_masked-pbar_scf7180000350332-abinit-gene-0.62-mRNA-1
OG0001435	ACEP_00013855-RA	LHUM_17146-RA	PBAR_18929-RA, PBAR_25750-RA
OG0001436	ACEP_00005464-RA, ACEP_00016781-RA	LHUM_11478-RA	PBAR_12208-RA
OG0001437	ACEP_00014240-RA	LHUM_13929-RA, LHUM_14402-RA	PBAR_14169-RA
OG0001438	ACEP_00009345-RA	LHUM_24453-RA, LHUM_24455-RA	PBAR_19818-RA
OG0001439	ACEP_00009309-RA	LHUM_24458-RA	PBAR_17618-RA, PBAR_24976-RA
OG0001440	ACEP_00009273-RA	LHUM_16821-RA, LHUM_17094-RA	PBAR_ar_CG1441-RA
OG0001441	ACEP_00009253-RA	LHUM_18441-RA	PBAR_23593-RA, PBAR_24932-RA
OG0001442	ACEP_00007325-RA	LHUM_20777-RA	PBAR_20391-RA, PBAR_20391-RB
OG0001443	ACEP_00007304-RA, ACEP_00007308-RA	LHUM_20799-RA	PBAR_20409-RA
OG0001444	ACEP_00007301-RA	LHUM_20787-RA, LHUM_25342-RA	PBAR_20413-RA
OG0001445	ACEP_00007281-RA	LHUM_23678-RA, LHUM_23679-RA	PBAR_20435-RA
OG0001446	ACEP_00007284-RA	LHUM_10100-RA, LHUM_23683-RA	PBAR_20439-RA
